pagina,codice,descrizione,area,cattivi,eroi,titolo,nome_file
0568,46.15.01,"Attività di intermediari del commercio all'ingrosso di mobili in legno, metallo e materie plastiche",Sicurezza,Frettix|Improvvisix,Scudix|Formix,Attività di intermediari del commercio all'i — Pericolo vs Metodo81+,SICURIX_TALES_0568_461501_attivit_di_intermediari_del_commercio_al_SICUREZZA_v1.png
0569,46.15.02,Attività di intermediari del commercio all'ingrosso di altri mobili e oggetti di arredamento per la casa,Sicurezza,Improvvisix|Caosix,Prepostix|Checkix,Attività di intermediari del commercio all'i — Pericolo vs Metodo81+,SICURIX_TALES_0569_461502_attivit_di_intermediari_del_commercio_al_SICUREZZA_v1.png
0570,46.15.03,"Attività di intermediari del commercio all'ingrosso di apparecchiature di riscaldamento, ventilazione e condizionamento domestico",Sicurezza,Caosix|Segnalex,Formix|Scudix,Attività di intermediari del commercio all'i — Pericolo vs Metodo81+,SICURIX_TALES_0570_461503_attivit_di_intermediari_del_commercio_al_SICUREZZA_v1.png
0571,46.15.04,Attività di intermediari del commercio all'ingrosso di altri articoli per la casa,Sicurezza,Segnalex|Riskix,Checkix|Prepostix,Attività di intermediari del commercio all'i — Pericolo vs Metodo81+,SICURIX_TALES_0571_461504_attivit_di_intermediari_del_commercio_al_SICUREZZA_v1.png
0572,46.15.05,Attività di intermediari del commercio all'ingrosso di ferramenta,Sicurezza,Riskix|Cadutix,Scudix|Formix,Attività di intermediari del commercio all'i — Pericolo vs Metodo81+,SICURIX_TALES_0572_461505_attivit_di_intermediari_del_commercio_al_SICUREZZA_v1.png
0573,46.16.01,Attività di intermediari del commercio all'ingrosso di tessuti per l'abbigliamento e l'arredamento,Sicurezza,Cadutix|Schiaccix,Prepostix|Checkix,Attività di intermediari del commercio all'i — Pericolo vs Metodo81+,SICURIX_TALES_0573_461601_attivit_di_intermediari_del_commercio_al_SICUREZZA_v1.png
0574,46.16.02,Attività di intermediari del commercio all'ingrosso di prodotti tessili per la casa e tappeti,Sicurezza,Schiaccix|Voltix,Formix|Scudix,Attività di intermediari del commercio all'i — Pericolo vs Metodo81+,SICURIX_TALES_0574_461602_attivit_di_intermediari_del_commercio_al_SICUREZZA_v1.png
0575,46.16.03,"Attività di intermediari del commercio all'ingrosso di camicie, biancheria intima e articoli simili",Sicurezza,Voltix|Fumix,Checkix|Prepostix,Attività di intermediari del commercio all'i — Pericolo vs Metodo81+,SICURIX_TALES_0575_461603_attivit_di_intermediari_del_commercio_al_SICUREZZA_v1.png
0576,46.16.04,Attività di intermediari del commercio all'ingrosso di altri articoli di abbigliamento e accessori per l'abbigliamento,Sicurezza,Fumix|Polverix,Scudix|Formix,Attività di intermediari del commercio all'i — Pericolo vs Metodo81+,SICURIX_TALES_0576_461604_attivit_di_intermediari_del_commercio_al_SICUREZZA_v1.png
0577,46.16.05,Attività di intermediari del commercio all'ingrosso di pellicce,Sicurezza,Polverix|Nondpix,Prepostix|Checkix,Attività di intermediari del commercio all'i — Pericolo vs Metodo81+,SICURIX_TALES_0577_461605_attivit_di_intermediari_del_commercio_al_SICUREZZA_v1.png
0578,46.16.06,Attività di intermediari del commercio all'ingrosso di calzature,Sicurezza,Nondpix|Segnalex,Formix|Scudix,Attività di intermediari del commercio all'i — Pericolo vs Metodo81+,SICURIX_TALES_0578_461606_attivit_di_intermediari_del_commercio_al_SICUREZZA_v1.png
0579,46.16.07,Attività di intermediari del commercio all'ingrosso di articoli in pelle e articoli da viaggio,Sicurezza,Segnalex|Sottovalutix,Checkix|Prepostix,Attività di intermediari del commercio all'i — Pericolo vs Metodo81+,SICURIX_TALES_0579_461607_attivit_di_intermediari_del_commercio_al_SICUREZZA_v1.png
0580,46.17.01,Attività di intermediari del commercio all'ingrosso di frutta e ortaggi,Sicurezza,Sottovalutix|Frettix,Scudix|Formix,Attività di intermediari del commercio all'i — Pericolo vs Metodo81+,SICURIX_TALES_0580_461701_attivit_di_intermediari_del_commercio_al_SICUREZZA_v1.png
0581,46.17.02,Attività di intermediari del commercio all'ingrosso di carne e prodotti a base di carne,HACCP,Sporckix|Crossix,Hygienix|Blinkix,Attività di intermediari del commercio all'i — Pericolo vs Metodo81+,SICURIX_TALES_0581_461702_attivit_di_intermediari_del_commercio_al_HACCP_v1.png
0582,46.17.03,Attività di intermediari del commercio all'ingrosso di pesce e prodotti a base di pesce,HACCP,Crossix|Temporix,Traccix|Checkix,Attività di intermediari del commercio all'i — Pericolo vs Metodo81+,SICURIX_TALES_0582_461703_attivit_di_intermediari_del_commercio_al_HACCP_v1.png
0583,46.17.04,Attività di intermediari del commercio all'ingrosso di latte e prodotti lattiero-caseari,HACCP,Temporix|Scadutix,Blinkix|Chefix,Attività di intermediari del commercio all'i — Pericolo vs Metodo81+,SICURIX_TALES_0583_461704_attivit_di_intermediari_del_commercio_al_HACCP_v1.png
0584,46.17.05,Attività di intermediari del commercio all'ingrosso di oli e grassi alimentari,HACCP,Scadutix|Mescolix,Checkix|Hygienix,Attività di intermediari del commercio all'i — Pericolo vs Metodo81+,SICURIX_TALES_0584_461705_attivit_di_intermediari_del_commercio_al_HACCP_v1.png
0585,46.17.06,Attività di intermediari del commercio all'ingrosso di bevande,HACCP,Mescolix|Dosagix,Chefix|Traccix,Attività di intermediari del commercio all'i — Pericolo vs Metodo81+,SICURIX_TALES_0585_461706_attivit_di_intermediari_del_commercio_al_HACCP_v1.png
0586,46.17.07,Attività di intermediari del commercio all'ingrosso di altri prodotti alimentari e tabacchi,HACCP,Dosagix|Acquaix,Hygienix|Blinkix,Attività di intermediari del commercio all'i — Pericolo vs Metodo81+,SICURIX_TALES_0586_461707_attivit_di_intermediari_del_commercio_al_HACCP_v1.png
0587,46.18.11,Attività di intermediari del commercio all'ingrosso di prodotti farmaceutici,Sicurezza,Schiaccix|Voltix,Checkix|Prepostix,Attività di intermediari del commercio all'i — Pericolo vs Metodo81+,SICURIX_TALES_0587_461811_attivit_di_intermediari_del_commercio_al_SICUREZZA_v1.png
0588,46.18.12,Attività di intermediari del commercio all'ingrosso di articoli medicali,Sicurezza,Voltix|Fumix,Scudix|Formix,Attività di intermediari del commercio all'i — Pericolo vs Metodo81+,SICURIX_TALES_0588_461812_attivit_di_intermediari_del_commercio_al_SICUREZZA_v1.png
0589,46.18.13,Attività di intermediari del commercio all'ingrosso di profumi e articoli di profumeria,Sicurezza,Fumix|Polverix,Prepostix|Checkix,Attività di intermediari del commercio all'i — Pericolo vs Metodo81+,SICURIX_TALES_0589_461813_attivit_di_intermediari_del_commercio_al_SICUREZZA_v1.png
0590,46.18.14,Attività di intermediari del commercio all'ingrosso di prodotti per la pulizia,Sicurezza,Polverix|Nondpix,Formix|Scudix,Attività di intermediari del commercio all'i — Pericolo vs Metodo81+,SICURIX_TALES_0590_461814_attivit_di_intermediari_del_commercio_al_SICUREZZA_v1.png
0591,46.18.21,Attività di intermediari del commercio all'ingrosso di giochi e giocattoli,Sicurezza,Nondpix|Segnalex,Checkix|Prepostix,Attività di intermediari del commercio all'i — Pericolo vs Metodo81+,SICURIX_TALES_0591_461821_attivit_di_intermediari_del_commercio_al_SICUREZZA_v1.png
0592,46.18.22,Attività di intermediari del commercio all'ingrosso di biciclette,Sicurezza,Segnalex|Sottovalutix,Scudix|Formix,Attività di intermediari del commercio all'i — Pericolo vs Metodo81+,SICURIX_TALES_0592_461822_attivit_di_intermediari_del_commercio_al_SICUREZZA_v1.png
0593,46.18.23,Attività di intermediari del commercio all'ingrosso di altre attrezzature sportive,Sicurezza,Sottovalutix|Frettix,Prepostix|Checkix,Attività di intermediari del commercio all'i — Pericolo vs Metodo81+,SICURIX_TALES_0593_461823_attivit_di_intermediari_del_commercio_al_SICUREZZA_v1.png
0594,46.18.24,Attività di intermediari del commercio all'ingrosso di orologi e gioielli,Sicurezza,Frettix|Improvvisix,Formix|Scudix,Attività di intermediari del commercio all'i — Pericolo vs Metodo81+,SICURIX_TALES_0594_461824_attivit_di_intermediari_del_commercio_al_SICUREZZA_v1.png
0595,46.18.25,Attività di intermediari del commercio all'ingrosso di oggetti di bigiotteria,Sicurezza,Improvvisix|Caosix,Checkix|Prepostix,Attività di intermediari del commercio all'i — Pericolo vs Metodo81+,SICURIX_TALES_0595_461825_attivit_di_intermediari_del_commercio_al_SICUREZZA_v1.png
0596,46.18.26,Attività di intermediari del commercio all'ingrosso di apparecchiature fotografiche e strumenti ottici,Sicurezza,Caosix|Segnalex,Scudix|Formix,Attività di intermediari del commercio all'i — Pericolo vs Metodo81+,SICURIX_TALES_0596_461826_attivit_di_intermediari_del_commercio_al_SICUREZZA_v1.png
0597,46.18.31,Attività di intermediari del commercio all'ingrosso di libri,Sicurezza,Segnalex|Riskix,Prepostix|Checkix,Attività di intermediari del commercio all'i — Pericolo vs Metodo81+,SICURIX_TALES_0597_461831_attivit_di_intermediari_del_commercio_al_SICUREZZA_v1.png
0598,46.18.32,Attività di intermediari del commercio all'ingrosso di giornali e riviste,Sicurezza,Riskix|Cadutix,Formix|Scudix,Attività di intermediari del commercio all'i — Pericolo vs Metodo81+,SICURIX_TALES_0598_461832_attivit_di_intermediari_del_commercio_al_SICUREZZA_v1.png
0599,46.18.33,Attività di intermediari del commercio all'ingrosso di articoli di cancelleria,Sicurezza,Cadutix|Schiaccix,Checkix|Prepostix,Attività di intermediari del commercio all'i — Pericolo vs Metodo81+,SICURIX_TALES_0599_461833_attivit_di_intermediari_del_commercio_al_SICUREZZA_v1.png
0600,46.18.41,Attività di intermediari del commercio all'ingrosso di automobili e autoveicoli leggeri,Sicurezza,Schiaccix|Voltix,Scudix|Formix,Attività di intermediari del commercio all'i — Pericolo vs Metodo81+,SICURIX_TALES_0600_461841_attivit_di_intermediari_del_commercio_al_SICUREZZA_v1.png
