pagina,codice,descrizione,area,cattivi,eroi,titolo,nome_file
0890,56.11.91,Attività di ristoranti connesse alle aziende agricole,HACCP,Crossix|Temporix,Chefix|Traccix,Attività di ristoranti connesse alle aziende — Pericolo vs Metodo81+,SICURIX_TALES_0890_561191_attivit_di_ristoranti_connesse_alle_azie_HACCP_v1.png
0891,56.11.92,Attività di ristoranti connesse alle aziende ittiche,HACCP,Temporix|Scadutix,Hygienix|Blinkix,Attività di ristoranti connesse alle aziende — Pericolo vs Metodo81+,SICURIX_TALES_0891_561192_attivit_di_ristoranti_connesse_alle_azie_HACCP_v1.png
0892,56.11.93,Attività di ristoranti a bordo di mezzi di trasporto,HACCP,Scadutix|Mescolix,Traccix|Checkix,Attività di ristoranti a bordo di mezzi di t — Pericolo vs Metodo81+,SICURIX_TALES_0892_561193_attivit_di_ristoranti_a_bordo_di_mezzi_d_HACCP_v1.png
0893,56.12.01,Attività di servizi di ristorazione mobile di ristoranti e altri esercizi di ristorazione simili,HACCP,Mescolix|Dosagix,Blinkix|Chefix,Attività di servizi di ristorazione mobile d — Pericolo vs Metodo81+,SICURIX_TALES_0893_561201_attivit_di_servizi_di_ristorazione_mobil_HACCP_v1.png
0894,56.12.02,Attività di servizi di ristorazione mobile di gelaterie,HACCP,Dosagix|Acquaix,Checkix|Hygienix,Attività di servizi di ristorazione mobile d — Pericolo vs Metodo81+,SICURIX_TALES_0894_561202_attivit_di_servizi_di_ristorazione_mobil_HACCP_v1.png
0895,56.12.03,Attività di servizi di ristorazione mobile di pasticcerie,HACCP,Acquaix|Sporckix,Chefix|Traccix,Attività di servizi di ristorazione mobile d — Pericolo vs Metodo81+,SICURIX_TALES_0895_561203_attivit_di_servizi_di_ristorazione_mobil_HACCP_v1.png
0896,56.21.01,Attività di catering per eventi presso location dei clienti,HACCP,Sporckix|Crossix,Hygienix|Blinkix,Attività di catering per eventi presso locat — Pericolo vs Metodo81+,SICURIX_TALES_0896_562101_attivit_di_catering_per_eventi_presso_lo_HACCP_v1.png
0897,56.21.02,Attività di catering per eventi presso sale per banchetti,HACCP,Crossix|Temporix,Traccix|Checkix,Attività di catering per eventi presso sale  — Pericolo vs Metodo81+,SICURIX_TALES_0897_562102_attivit_di_catering_per_eventi_presso_sa_HACCP_v1.png
0898,56.22.01,Attività di servizi di catering su base contrattuale,HACCP,Temporix|Scadutix,Blinkix|Chefix,Attività di servizi di catering su base cont — Pericolo vs Metodo81+,SICURIX_TALES_0898_562201_attivit_di_servizi_di_catering_su_base_c_HACCP_v1.png
0899,56.22.02,Altri servizi di ristorazione,HACCP,Scadutix|Mescolix,Checkix|Hygienix,Altri servizi di ristorazione — Pericolo vs Metodo81+,SICURIX_TALES_0899_562202_altri_servizi_di_ristorazione_HACCP_v1.png
0900,56.30.01,Attività di somministrazione di bevande in bar e caffetterie,HACCP,Mescolix|Dosagix,Chefix|Traccix,Attività di somministrazione di bevande in b — Pericolo vs Metodo81+,SICURIX_TALES_0900_563001_attivit_di_somministrazione_di_bevande_i_HACCP_v1.png
