pagina,codice,descrizione,area,cattivi,eroi,titolo,nome_file
0918,60.20.00,Attività di programmazione e trasmissione televisive e di distribuzione di video,Privacy,Leakix|Phishix,Documix|Privacix,Attività di programmazione e trasmissione te — Pericolo vs Metodo81+,SICURIX_TALES_0918_602000_attivit_di_programmazione_e_trasmissione_PRIVACY_v1.png
0919,60.31.00,Attività delle agenzie di stampa,Privacy,Phishix|Spyix,Luxpectorix|Cifrix,Attività delle agenzie di stampa — Pericolo vs Metodo81+,SICURIX_TALES_0919_603100_attivit_delle_agenzie_di_stampa_PRIVACY_v1.png
0920,60.39.00,Altre attività di distribuzione di contenuti,Privacy,Spyix|Hackix,Privacix|Consensix,Altre attività di distribuzione di contenuti — Pericolo vs Metodo81+,SICURIX_TALES_0920_603900_altre_attivit_di_distribuzione_di_conten_PRIVACY_v1.png
0921,61.10.01,Attività di telecomunicazioni fisse,Privacy,Hackix|Permissionix,Cifrix|Documix,Attività di telecomunicazioni fisse — Pericolo vs Metodo81+,SICURIX_TALES_0921_611001_attivit_di_telecomunicazioni_fisse_PRIVACY_v1.png
0922,61.10.02,Attività di telecomunicazioni mobili,Privacy,Permissionix|Cancelix,Consensix|Luxpectorix,Attività di telecomunicazioni mobili — Pericolo vs Metodo81+,SICURIX_TALES_0922_611002_attivit_di_telecomunicazioni_mobili_PRIVACY_v1.png
0923,61.10.03,Attività di telecomunicazioni satellitari,Privacy,Cancelix|Leakix,Documix|Privacix,Attività di telecomunicazioni satellitari — Pericolo vs Metodo81+,SICURIX_TALES_0923_611003_attivit_di_telecomunicazioni_satellitari_PRIVACY_v1.png
0924,61.20.00,Attività di rivendita di telecomunicazioni e attività di servizi di intermediazione per telecomunicazioni,Privacy,Leakix|Phishix,Luxpectorix|Cifrix,Attività di rivendita di telecomunicazioni e — Pericolo vs Metodo81+,SICURIX_TALES_0924_612000_attivit_di_rivendita_di_telecomunicazion_PRIVACY_v1.png
0925,61.90.10,Erogazione di servizi di accesso a Internet,Privacy,Phishix|Spyix,Privacix|Consensix,Erogazione di servizi di accesso a Internet — Pericolo vs Metodo81+,SICURIX_TALES_0925_619010_erogazione_di_servizi_di_accesso_a_inter_PRIVACY_v1.png
0926,61.90.20,Erogazione di servizi di messaggistica e di notifica,Privacy,Spyix|Hackix,Cifrix|Documix,Erogazione di servizi di messaggistica e di  — Pericolo vs Metodo81+,SICURIX_TALES_0926_619020_erogazione_di_servizi_di_messaggistica_e_PRIVACY_v1.png
0927,61.90.90,Altre attività di telecomunicazioni n.c.a.,Privacy,Hackix|Permissionix,Consensix|Luxpectorix,Altre attività di telecomunicazioni n.c.a. — Pericolo vs Metodo81+,SICURIX_TALES_0927_619090_altre_attivit_di_telecomunicazioni_n_c_a_PRIVACY_v1.png
0928,62.10.00,Attività di programmazione informatica,Privacy,Permissionix|Cancelix,Documix|Privacix,Attività di programmazione informatica — Pericolo vs Metodo81+,SICURIX_TALES_0928_621000_attivit_di_programmazione_informatica_PRIVACY_v1.png
0929,62.20.10,Attività di consulenza informatica,Privacy,Cancelix|Leakix,Luxpectorix|Cifrix,Attività di consulenza informatica — Pericolo vs Metodo81+,SICURIX_TALES_0929_622010_attivit_di_consulenza_informatica_PRIVACY_v1.png
0930,62.20.20,Attività di gestione di strutture informatiche,Privacy,Leakix|Phishix,Privacix|Consensix,Attività di gestione di strutture informatic — Pericolo vs Metodo81+,SICURIX_TALES_0930_622020_attivit_di_gestione_di_strutture_informa_PRIVACY_v1.png
0931,62.90.01,Configurazione di personal computer,Privacy,Phishix|Spyix,Cifrix|Documix,Configurazione di personal computer — Pericolo vs Metodo81+,SICURIX_TALES_0931_629001_configurazione_di_personal_computer_PRIVACY_v1.png
0932,62.90.09,Altre attività dei servizi connessi alle tecnologie dell'informazione e dell'informatica n.c.a.,Privacy,Spyix|Hackix,Consensix|Luxpectorix,Altre attività dei servizi connessi alle tec — Pericolo vs Metodo81+,SICURIX_TALES_0932_629009_altre_attivit_dei_servizi_connessi_alle__PRIVACY_v1.png
0933,63.10.10,"Fornitura di infrastrutture informatiche, hosting e attività connesse",Privacy,Hackix|Permissionix,Documix|Privacix,"Fornitura di infrastrutture informatiche, ho — Pericolo vs Metodo81+",SICURIX_TALES_0933_631010_fornitura_di_infrastrutture_informatiche_PRIVACY_v1.png
0934,63.10.21,Elaborazione dati contabili,Privacy,Permissionix|Cancelix,Luxpectorix|Cifrix,Elaborazione dati contabili — Pericolo vs Metodo81+,SICURIX_TALES_0934_631021_elaborazione_dati_contabili_PRIVACY_v1.png
0935,63.10.29,Elaborazione altri dati,Privacy,Cancelix|Leakix,Privacix|Consensix,Elaborazione altri dati — Pericolo vs Metodo81+,SICURIX_TALES_0935_631029_elaborazione_altri_dati_PRIVACY_v1.png
0936,63.91.00,Attività dei portali di ricerca sul web,Privacy,Leakix|Phishix,Cifrix|Documix,Attività dei portali di ricerca sul web — Pericolo vs Metodo81+,SICURIX_TALES_0936_639100_attivit_dei_portali_di_ricerca_sul_web_PRIVACY_v1.png
0937,63.92.00,Altre attività dei servizi di informazione,Privacy,Phishix|Spyix,Consensix|Luxpectorix,Altre attività dei servizi di informazione — Pericolo vs Metodo81+,SICURIX_TALES_0937_639200_altre_attivit_dei_servizi_di_informazion_PRIVACY_v1.png
0938,64.11.00,Attività delle banche centrali,Privacy,Spyix|Hackix,Documix|Privacix,Attività delle banche centrali — Pericolo vs Metodo81+,SICURIX_TALES_0938_641100_attivit_delle_banche_centrali_PRIVACY_v1.png
0939,64.19.10,Altre intermediazioni monetarie fornite da istituti monetari diversi dalla banca centrale,Privacy,Hackix|Permissionix,Luxpectorix|Cifrix,Altre intermediazioni monetarie fornite da i — Pericolo vs Metodo81+,SICURIX_TALES_0939_641910_altre_intermediazioni_monetarie_fornite__PRIVACY_v1.png
0940,64.19.20,Altre intermediazioni monetarie fornite da istituti di moneta elettronica,Misto,Fumix|Polverix|Permissionix,Scudix|Formix,Altre intermediazioni monetarie fornite da i — Pericolo vs Metodo81+,SICURIX_TALES_0940_641920_altre_intermediazioni_monetarie_fornite__MISTO_v1.png
0941,64.19.30,Altre intermediazioni monetarie fornite da Cassa Depositi e Prestiti (CDP),Misto,Polverix|Nondpix|Cancelix,Prepostix|Checkix,Altre intermediazioni monetarie fornite da C — Pericolo vs Metodo81+,SICURIX_TALES_0941_641930_altre_intermediazioni_monetarie_fornite__MISTO_v1.png
0942,64.21.00,Attività delle società di partecipazione (holding),Misto,Nondpix|Segnalex|Leakix,Formix|Scudix,Attività delle società di partecipazione (ho — Pericolo vs Metodo81+,SICURIX_TALES_0942_642100_attivit_delle_societ_di_partecipazione_h_MISTO_v1.png
0943,64.22.00,Attività dei conduit di finanziamento,Misto,Segnalex|Sottovalutix|Phishix,Checkix|Prepostix,Attività dei conduit di finanziamento — Pericolo vs Metodo81+,SICURIX_TALES_0943_642200_attivit_dei_conduit_di_finanziamento_MISTO_v1.png
0944,64.31.00,Attività dei fondi di investimento del mercato monetario e del mercato non monetario,Misto,Sottovalutix|Frettix|Spyix,Scudix|Formix,Attività dei fondi di investimento del merca — Pericolo vs Metodo81+,SICURIX_TALES_0944_643100_attivit_dei_fondi_di_investimento_del_me_MISTO_v1.png
0945,64.32.00,"Attività di conti fiduciari, per la gestione dell'eredità e di agenzia",Misto,Frettix|Improvvisix|Hackix,Prepostix|Checkix,"Attività di conti fiduciari, per la gestione — Pericolo vs Metodo81+",SICURIX_TALES_0945_643200_attivit_di_conti_fiduciari_per_la_gestio_MISTO_v1.png
0946,64.91.00,Leasing finanziario,Misto,Improvvisix|Caosix|Permissionix,Formix|Scudix,Leasing finanziario — Pericolo vs Metodo81+,SICURIX_TALES_0946_649100_leasing_finanziario_MISTO_v1.png
0947,64.92.10,Attività di factoring,Misto,Caosix|Segnalex|Cancelix,Checkix|Prepostix,Attività di factoring — Pericolo vs Metodo81+,SICURIX_TALES_0947_649210_attivit_di_factoring_MISTO_v1.png
0948,64.92.91,Altre attività di concessione del credito fornite dai consorzi di garanzia collettiva fidi,Privacy,Leakix|Phishix,Documix|Privacix,Altre attività di concessione del credito fo — Pericolo vs Metodo81+,SICURIX_TALES_0948_649291_altre_attivit_di_concessione_del_credito_PRIVACY_v1.png
0949,64.92.99,Altre attività varie di concessione del credito n.c.a.,Privacy,Phishix|Spyix,Luxpectorix|Cifrix,Altre attività varie di concessione del cred — Pericolo vs Metodo81+,SICURIX_TALES_0949_649299_altre_attivit_varie_di_concessione_del_c_PRIVACY_v1.png
0950,64.99.00,"Altre attività di servizi finanziari, ad esclusione di assicurazioni e fondi pensione n.c.a.",Privacy,Spyix|Hackix,Privacix|Consensix,"Altre attività di servizi finanziari, ad esc — Pericolo vs Metodo81+",SICURIX_TALES_0950_649900_altre_attivit_di_servizi_finanziari_ad_e_PRIVACY_v1.png
