pagina,codice,descrizione,area,cattivi,eroi,titolo,nome_file
1186,88.99.09,Altre attività varie di assistenza sociale non residenziale n.c.a.,Sicurezza,Voltix|Fumix,Formix|Scudix,Altre attività varie di assistenza sociale n — Pericolo vs Metodo81+,SICURIX_TALES_1186_889909_altre_attivit_varie_di_assistenza_social_SICUREZZA_v1.png
1187,90.11.01,Attività di giornalisti indipendenti,Sicurezza,Fumix|Polverix,Checkix|Prepostix,Attività di giornalisti indipendenti — Pericolo vs Metodo81+,SICURIX_TALES_1187_901101_attivit_di_giornalisti_indipendenti_SICUREZZA_v1.png
1188,90.11.02,Attività di blogger indipendenti,Sicurezza,Polverix|Nondpix,Scudix|Formix,Attività di blogger indipendenti — Pericolo vs Metodo81+,SICURIX_TALES_1188_901102_attivit_di_blogger_indipendenti_SICUREZZA_v1.png
1189,90.11.09,Altre attività di creazione letteraria e composizione musicale,Sicurezza,Nondpix|Segnalex,Prepostix|Checkix,Altre attività di creazione letteraria e com — Pericolo vs Metodo81+,SICURIX_TALES_1189_901109_altre_attivit_di_creazione_letteraria_e__SICUREZZA_v1.png
1190,90.12.00,Attività di creazione di arti visive,Sicurezza,Segnalex|Sottovalutix,Formix|Scudix,Attività di creazione di arti visive — Pericolo vs Metodo81+,SICURIX_TALES_1190_901200_attivit_di_creazione_di_arti_visive_SICUREZZA_v1.png
1191,90.13.00,Altre attività di creazione artistica,Sicurezza,Sottovalutix|Frettix,Checkix|Prepostix,Altre attività di creazione artistica — Pericolo vs Metodo81+,SICURIX_TALES_1191_901300_altre_attivit_di_creazione_artistica_SICUREZZA_v1.png
1192,90.20.01,Attività nel campo della recitazione,Sicurezza,Frettix|Improvvisix,Scudix|Formix,Attività nel campo della recitazione — Pericolo vs Metodo81+,SICURIX_TALES_1192_902001_attivit_nel_campo_della_recitazione_SICUREZZA_v1.png
1193,90.20.09,Altre attività di arti performative e rappresentazioni artistiche,Sicurezza,Improvvisix|Caosix,Prepostix|Checkix,Altre attività di arti performative e rappre — Pericolo vs Metodo81+,SICURIX_TALES_1193_902009_altre_attivit_di_arti_performative_e_rap_SICUREZZA_v1.png
1194,90.31.00,Gestione di strutture e spazi per le arti,Sicurezza,Caosix|Segnalex,Formix|Scudix,Gestione di strutture e spazi per le arti — Pericolo vs Metodo81+,SICURIX_TALES_1194_903100_gestione_di_strutture_e_spazi_per_le_art_SICUREZZA_v1.png
1195,90.39.01,Attività nel campo della regia,Sicurezza,Segnalex|Riskix,Checkix|Prepostix,Attività nel campo della regia — Pericolo vs Metodo81+,SICURIX_TALES_1195_903901_attivit_nel_campo_della_regia_SICUREZZA_v1.png
1196,90.39.09,Altre attività di supporto alle arti performative e alle rappresentazioni artistiche n.c.a.,Sicurezza,Riskix|Cadutix,Scudix|Formix,Altre attività di supporto alle arti perform — Pericolo vs Metodo81+,SICURIX_TALES_1196_903909_altre_attivit_di_supporto_alle_arti_perf_SICUREZZA_v1.png
1197,91.11.00,Attività di biblioteche,Sicurezza,Cadutix|Schiaccix,Prepostix|Checkix,Attività di biblioteche — Pericolo vs Metodo81+,SICURIX_TALES_1197_911100_attivit_di_biblioteche_SICUREZZA_v1.png
1198,91.12.00,Attività di archivi,Sicurezza,Schiaccix|Voltix,Formix|Scudix,Attività di archivi — Pericolo vs Metodo81+,SICURIX_TALES_1198_911200_attivit_di_archivi_SICUREZZA_v1.png
1199,91.21.00,Attività di musei e collezioni,Sicurezza,Voltix|Fumix,Checkix|Prepostix,Attività di musei e collezioni — Pericolo vs Metodo81+,SICURIX_TALES_1199_912100_attivit_di_musei_e_collezioni_SICUREZZA_v1.png
1200,91.22.00,Attività di luoghi e monumenti storici,Sicurezza,Fumix|Polverix,Scudix|Formix,Attività di luoghi e monumenti storici — Pericolo vs Metodo81+,SICURIX_TALES_1200_912200_attivit_di_luoghi_e_monumenti_storici_SICUREZZA_v1.png
