pagina,codice,descrizione,area,cattivi,eroi,titolo,nome_file
1139,85.40.10,Istruzione terziaria non universitaria professionale,Privacy,Cancelix|Leakix,Luxpectorix|Cifrix,Istruzione terziaria non universitaria profe — Pericolo vs Metodo81+,SICURIX_TALES_1139_854010_istruzione_terziaria_non_universitaria_p_PRIVACY_v1.png
1140,85.40.20,"Istruzione terziaria universitaria di primo, secondo e terzo ciclo e a ciclo unico",Privacy,Leakix|Phishix,Privacix|Consensix,"Istruzione terziaria universitaria di primo, — Pericolo vs Metodo81+",SICURIX_TALES_1140_854020_istruzione_terziaria_universitaria_di_pr_PRIVACY_v1.png
1141,85.51.01,Insegnamento di pilates fornito da insegnanti e istruttori indipendenti,Misto,Improvvisix|Caosix|Phishix,Prepostix|Checkix,Insegnamento di pilates fornito da insegnant — Pericolo vs Metodo81+,SICURIX_TALES_1141_855101_insegnamento_di_pilates_fornito_da_inseg_MISTO_v1.png
1142,85.51.09,Formazione sportiva e ricreativa n.c.a.,Privacy,Spyix|Hackix,Consensix|Luxpectorix,Formazione sportiva e ricreativa n.c.a. — Pericolo vs Metodo81+,SICURIX_TALES_1142_855109_formazione_sportiva_e_ricreativa_n_c_a_PRIVACY_v1.png
1143,85.52.01,Corsi di danza,Misto,Segnalex|Riskix|Hackix,Checkix|Prepostix,Corsi di danza — Pericolo vs Metodo81+,SICURIX_TALES_1143_855201_corsi_di_danza_MISTO_v1.png
1144,85.52.02,Attività di educazione al patrimonio culturale,Misto,Riskix|Cadutix|Permissionix,Scudix|Formix,Attività di educazione al patrimonio cultura — Pericolo vs Metodo81+,SICURIX_TALES_1144_855202_attivit_di_educazione_al_patrimonio_cult_MISTO_v1.png
1145,85.52.09,Altra formazione culturale,Privacy,Cancelix|Leakix,Privacix|Consensix,Altra formazione culturale — Pericolo vs Metodo81+,SICURIX_TALES_1145_855209_altra_formazione_culturale_PRIVACY_v1.png
1146,85.53.00,Attività di scuole guida,Misto,Schiaccix|Voltix|Leakix,Formix|Scudix,Attività di scuole guida — Pericolo vs Metodo81+,SICURIX_TALES_1146_855300_attivit_di_scuole_guida_MISTO_v1.png
1147,85.59.10,Corsi di lingua straniera,Misto,Voltix|Fumix|Phishix,Checkix|Prepostix,Corsi di lingua straniera — Pericolo vs Metodo81+,SICURIX_TALES_1147_855910_corsi_di_lingua_straniera_MISTO_v1.png
1148,85.59.20,Corsi di formazione e corsi di aggiornamento professionale,Privacy,Spyix|Hackix,Documix|Privacix,Corsi di formazione e corsi di aggiornamento — Pericolo vs Metodo81+,SICURIX_TALES_1148_855920_corsi_di_formazione_e_corsi_di_aggiornam_PRIVACY_v1.png
1149,85.59.30,Altri servizi di istruzione e formazione n.c.a. forniti da università popolari,Privacy,Hackix|Permissionix,Luxpectorix|Cifrix,Altri servizi di istruzione e formazione n.c — Pericolo vs Metodo81+,SICURIX_TALES_1149_855930_altri_servizi_di_istruzione_e_formazione_PRIVACY_v1.png
1150,85.59.91,Corsi di educazione consapevole attraverso il movimento,Misto,Nondpix|Segnalex|Permissionix,Formix|Scudix,Corsi di educazione consapevole attraverso i — Pericolo vs Metodo81+,SICURIX_TALES_1150_855991_corsi_di_educazione_consapevole_attraver_MISTO_v1.png
