pagina,codice,descrizione,area,cattivi,eroi,titolo,nome_file
1261,96.10.11,"Lavaggio e pulitura di prodotti tessili forniti da lavanderie industriali per industrie, ospedali e altre strutture simili",Sicurezza,Riskix|Cadutix,Prepostix|Checkix,Lavaggio e pulitura di prodotti tessili forn — Pericolo vs Metodo81+,SICURIX_TALES_1261_961011_lavaggio_e_pulitura_di_prodotti_tessili__SICUREZZA_v1.png
1262,96.10.12,"Lavaggio e pulitura di prodotti tessili forniti da lavanderie industriali per ristorazione, alberghi e altri servizi di alloggio",Sicurezza,Cadutix|Schiaccix,Formix|Scudix,Lavaggio e pulitura di prodotti tessili forn — Pericolo vs Metodo81+,SICURIX_TALES_1262_961012_lavaggio_e_pulitura_di_prodotti_tessili__SICUREZZA_v1.png
1263,96.10.21,Lavaggio e pulitura di prodotti tessili e pellicce forniti da lavanderie e tintorie tradizionali,Sicurezza,Schiaccix|Voltix,Checkix|Prepostix,Lavaggio e pulitura di prodotti tessili e pe — Pericolo vs Metodo81+,SICURIX_TALES_1263_961021_lavaggio_e_pulitura_di_prodotti_tessili__SICUREZZA_v1.png
1264,96.10.22,Lavaggio e pulitura di prodotti tessili e pellicce forniti da lavanderie self-service,Sicurezza,Voltix|Fumix,Scudix|Formix,Lavaggio e pulitura di prodotti tessili e pe — Pericolo vs Metodo81+,SICURIX_TALES_1264_961022_lavaggio_e_pulitura_di_prodotti_tessili__SICUREZZA_v1.png
1265,96.21.00,Servizi di parrucchieri e barbieri,HACCP,Dosagix|Acquaix,Chefix|Traccix,Servizi di parrucchieri e barbieri — Pericolo vs Metodo81+,SICURIX_TALES_1265_962100_servizi_di_parrucchieri_e_barbieri_HACCP_v1.png
1266,96.22.01,Servizi di manicure e pedicure,Sicurezza,Polverix|Nondpix,Formix|Scudix,Servizi di manicure e pedicure — Pericolo vs Metodo81+,SICURIX_TALES_1266_962201_servizi_di_manicure_e_pedicure_SICUREZZA_v1.png
1267,96.22.09,Altri servizi di cura della bellezza e altri trattamenti di bellezza n.c.a.,Sicurezza,Nondpix|Segnalex,Checkix|Prepostix,Altri servizi di cura della bellezza e altri — Pericolo vs Metodo81+,SICURIX_TALES_1267_962209_altri_servizi_di_cura_della_bellezza_e_a_SICUREZZA_v1.png
1268,96.23.10,Servizi di centri termali,Sicurezza,Segnalex|Sottovalutix,Scudix|Formix,Servizi di centri termali — Pericolo vs Metodo81+,SICURIX_TALES_1268_962310_servizi_di_centri_termali_SICUREZZA_v1.png
1269,96.23.91,Terapia del sale,Sicurezza,Sottovalutix|Frettix,Prepostix|Checkix,Terapia del sale — Pericolo vs Metodo81+,SICURIX_TALES_1269_962391_terapia_del_sale_SICUREZZA_v1.png
1270,96.23.99,"Altri servizi di centri benessere, sauna e bagno di vapore n.c.a.",Sicurezza,Frettix|Improvvisix,Formix|Scudix,"Altri servizi di centri benessere, sauna e b — Pericolo vs Metodo81+",SICURIX_TALES_1270_962399_altri_servizi_di_centri_benessere_sauna__SICUREZZA_v1.png
1271,96.30.01,Servizi di pompe funebri,Sicurezza,Improvvisix|Caosix,Checkix|Prepostix,Servizi di pompe funebri — Pericolo vs Metodo81+,SICURIX_TALES_1271_963001_servizi_di_pompe_funebri_SICUREZZA_v1.png
1272,96.30.02,Servizi di sepoltura,Sicurezza,Caosix|Segnalex,Scudix|Formix,Servizi di sepoltura — Pericolo vs Metodo81+,SICURIX_TALES_1272_963002_servizi_di_sepoltura_SICUREZZA_v1.png
1273,96.30.09,Servizi funerari e attività connesse n.c.a.,Sicurezza,Segnalex|Riskix,Prepostix|Checkix,Servizi funerari e attività connesse n.c.a. — Pericolo vs Metodo81+,SICURIX_TALES_1273_963009_servizi_funerari_e_attivit_connesse_n_c__SICUREZZA_v1.png
1274,96.40.00,Attività di servizi di intermediazione per servizi alla persona,Sicurezza,Riskix|Cadutix,Formix|Scudix,Attività di servizi di intermediazione per s — Pericolo vs Metodo81+,SICURIX_TALES_1274_964000_attivit_di_servizi_di_intermediazione_pe_SICUREZZA_v1.png
1275,96.91.00,Fornitura di servizi domestici,Sicurezza,Cadutix|Schiaccix,Checkix|Prepostix,Fornitura di servizi domestici — Pericolo vs Metodo81+,SICURIX_TALES_1275_969100_fornitura_di_servizi_domestici_SICUREZZA_v1.png
1276,96.99.11,Servizi di presa in pensione e custodia per animali da compagnia,Sicurezza,Schiaccix|Voltix,Scudix|Formix,Servizi di presa in pensione e custodia per  — Pericolo vs Metodo81+,SICURIX_TALES_1276_969911_servizi_di_presa_in_pensione_e_custodia__SICUREZZA_v1.png
1277,96.99.12,Servizi di toelettatura per animali da compagnia,Sicurezza,Voltix|Fumix,Prepostix|Checkix,Servizi di toelettatura per animali da compa — Pericolo vs Metodo81+,SICURIX_TALES_1277_969912_servizi_di_toelettatura_per_animali_da_c_SICUREZZA_v1.png
1278,96.99.13,Servizi di addestramento per animali da compagnia,Sicurezza,Fumix|Polverix,Formix|Scudix,Servizi di addestramento per animali da comp — Pericolo vs Metodo81+,SICURIX_TALES_1278_969913_servizi_di_addestramento_per_animali_da__SICUREZZA_v1.png
1279,96.99.14,Gestione di rifugi per animali,Sicurezza,Polverix|Nondpix,Checkix|Prepostix,Gestione di rifugi per animali — Pericolo vs Metodo81+,SICURIX_TALES_1279_969914_gestione_di_rifugi_per_animali_SICUREZZA_v1.png
1280,96.99.19,Servizi di cura per animali da compagnia n.c.a.,Sicurezza,Nondpix|Segnalex,Scudix|Formix,Servizi di cura per animali da compagnia n.c — Pericolo vs Metodo81+,SICURIX_TALES_1280_969919_servizi_di_cura_per_animali_da_compagnia_SICUREZZA_v1.png
1281,96.99.91,Attività di studi di tatuaggi e piercing,Sicurezza,Segnalex|Sottovalutix,Prepostix|Checkix,Attività di studi di tatuaggi e piercing — Pericolo vs Metodo81+,SICURIX_TALES_1281_969991_attivit_di_studi_di_tatuaggi_e_piercing_SICUREZZA_v1.png
1282,96.99.92,Servizi di incontro ed eventi simili,Sicurezza,Sottovalutix|Frettix,Formix|Scudix,Servizi di incontro ed eventi simili — Pericolo vs Metodo81+,SICURIX_TALES_1282_969992_servizi_di_incontro_ed_eventi_simili_SICUREZZA_v1.png
1283,96.99.93,Servizi di organizzazione di feste e cerimonie,Sicurezza,Frettix|Improvvisix,Checkix|Prepostix,Servizi di organizzazione di feste e cerimon — Pericolo vs Metodo81+,SICURIX_TALES_1283_969993_servizi_di_organizzazione_di_feste_e_cer_SICUREZZA_v1.png
1284,96.99.94,Servizi di consulenza di immagine,Privacy,Leakix|Phishix,Luxpectorix|Cifrix,Servizi di consulenza di immagine — Pericolo vs Metodo81+,SICURIX_TALES_1284_969994_servizi_di_consulenza_di_immagine_PRIVACY_v1.png
1285,96.99.99,Tutte le altre attività varie di servizi alla persona n.c.a.,Sicurezza,Caosix|Segnalex,Prepostix|Checkix,Tutte le altre attività varie di servizi all — Pericolo vs Metodo81+,SICURIX_TALES_1285_969999_tutte_le_altre_attivit_varie_di_servizi__SICUREZZA_v1.png
1286,97.00.10,Attività di condomini come datori di lavoro per personale domestico,Sicurezza,Segnalex|Riskix,Formix|Scudix,Attività di condomini come datori di lavoro  — Pericolo vs Metodo81+,SICURIX_TALES_1286_970010_attivit_di_condomini_come_datori_di_lavo_SICUREZZA_v1.png
1287,97.00.90,Attività di famiglie e convivenze come datori di lavoro per personale domestico n.c.a.,Sicurezza,Riskix|Cadutix,Checkix|Prepostix,Attività di famiglie e convivenze come dator — Pericolo vs Metodo81+,SICURIX_TALES_1287_970090_attivit_di_famiglie_e_convivenze_come_da_SICUREZZA_v1.png
1288,98.10.00,Produzione di beni indifferenziati per uso proprio da parte di famiglie e convivenze,Sicurezza,Cadutix|Schiaccix,Scudix|Formix,Produzione di beni indifferenziati per uso p — Pericolo vs Metodo81+,SICURIX_TALES_1288_981000_produzione_di_beni_indifferenziati_per_u_SICUREZZA_v1.png
1289,98.20.00,Produzione di servizi indifferenziati per uso proprio da parte di famiglie e convivenze,Sicurezza,Schiaccix|Voltix,Prepostix|Checkix,Produzione di servizi indifferenziati per us — Pericolo vs Metodo81+,SICURIX_TALES_1289_982000_produzione_di_servizi_indifferenziati_pe_SICUREZZA_v1.png
1290,99.00.00,Attività di organizzazioni e organismi extraterritoriali,Sicurezza,Voltix|Fumix,Formix|Scudix,Attività di organizzazioni e organismi extra — Pericolo vs Metodo81+,SICURIX_TALES_1290_990000_attivit_di_organizzazioni_e_organismi_ex_SICUREZZA_v1.png
