pagina,codice,descrizione,area,cattivi,eroi,titolo,nome_file
0161,16.28.11,Fabbricazione di cornici,Sicurezza,Polverix|Nondpix,Prepostix|Checkix,Fabbricazione di cornici — Pericolo vs Metodo81+,SICURIX_TALES_0161_162811_fabbricazione_di_cornici_SICUREZZA_v1.png
0162,16.28.19,Fabbricazione di altri prodotti in legno n.c.a.,Sicurezza,Nondpix|Segnalex,Formix|Scudix,Fabbricazione di altri prodotti in legno n.c — Pericolo vs Metodo81+,SICURIX_TALES_0162_162819_fabbricazione_di_altri_prodotti_in_legno_SICUREZZA_v1.png
0163,16.28.20,Fabbricazione di articoli in sughero,Sicurezza,Segnalex|Sottovalutix,Checkix|Prepostix,Fabbricazione di articoli in sughero — Pericolo vs Metodo81+,SICURIX_TALES_0163_162820_fabbricazione_di_articoli_in_sughero_SICUREZZA_v1.png
0164,16.28.30,Fabbricazione di articoli in paglia e materiali da intreccio,Sicurezza,Sottovalutix|Frettix,Scudix|Formix,Fabbricazione di articoli in paglia e materi — Pericolo vs Metodo81+,SICURIX_TALES_0164_162830_fabbricazione_di_articoli_in_paglia_e_ma_SICUREZZA_v1.png
0165,17.11.00,Fabbricazione di pasta-carta,Sicurezza,Frettix|Improvvisix,Prepostix|Checkix,Fabbricazione di pasta-carta — Pericolo vs Metodo81+,SICURIX_TALES_0165_171100_fabbricazione_di_pasta_carta_SICUREZZA_v1.png
0166,17.12.00,Fabbricazione di carta e cartone,Sicurezza,Improvvisix|Caosix,Formix|Scudix,Fabbricazione di carta e cartone — Pericolo vs Metodo81+,SICURIX_TALES_0166_171200_fabbricazione_di_carta_e_cartone_SICUREZZA_v1.png
0167,17.21.00,"Fabbricazione di carta, cartone ondulato e di imballaggi di carta e cartone",Sicurezza,Caosix|Segnalex,Checkix|Prepostix,"Fabbricazione di carta, cartone ondulato e d — Pericolo vs Metodo81+",SICURIX_TALES_0167_172100_fabbricazione_di_carta_cartone_ondulato__SICUREZZA_v1.png
0168,17.22.00,Fabbricazione di prodotti igienico-sanitari e per uso domestico in carta e ovatta di cellulosa,Sicurezza,Segnalex|Riskix,Scudix|Formix,Fabbricazione di prodotti igienico-sanitari  — Pericolo vs Metodo81+,SICURIX_TALES_0168_172200_fabbricazione_di_prodotti_igienico_sanit_SICUREZZA_v1.png
0169,17.23.01,Fabbricazione di prodotti cartotecnici scolastici e commerciali,Sicurezza,Riskix|Cadutix,Prepostix|Checkix,Fabbricazione di prodotti cartotecnici scola — Pericolo vs Metodo81+,SICURIX_TALES_0169_172301_fabbricazione_di_prodotti_cartotecnici_s_SICUREZZA_v1.png
0170,17.23.09,Fabbricazione di altri prodotti cartotecnici,Sicurezza,Cadutix|Schiaccix,Formix|Scudix,Fabbricazione di altri prodotti cartotecnici — Pericolo vs Metodo81+,SICURIX_TALES_0170_172309_fabbricazione_di_altri_prodotti_cartotec_SICUREZZA_v1.png
0171,17.24.00,Fabbricazione di carta da parati,Sicurezza,Schiaccix|Voltix,Checkix|Prepostix,Fabbricazione di carta da parati — Pericolo vs Metodo81+,SICURIX_TALES_0171_172400_fabbricazione_di_carta_da_parati_SICUREZZA_v1.png
0172,17.25.00,Fabbricazione di altri articoli di carta e cartone,Sicurezza,Voltix|Fumix,Scudix|Formix,Fabbricazione di altri articoli di carta e c — Pericolo vs Metodo81+,SICURIX_TALES_0172_172500_fabbricazione_di_altri_articoli_di_carta_SICUREZZA_v1.png
0173,18.11.00,Stampa di giornali,Sicurezza,Fumix|Polverix,Prepostix|Checkix,Stampa di giornali — Pericolo vs Metodo81+,SICURIX_TALES_0173_181100_stampa_di_giornali_SICUREZZA_v1.png
0174,18.12.00,Altra stampa,Sicurezza,Polverix|Nondpix,Formix|Scudix,Altra stampa — Pericolo vs Metodo81+,SICURIX_TALES_0174_181200_altra_stampa_SICUREZZA_v1.png
0175,18.13.00,Lavorazioni preliminari alla stampa e ai media,Sicurezza,Nondpix|Segnalex,Checkix|Prepostix,Lavorazioni preliminari alla stampa e ai med — Pericolo vs Metodo81+,SICURIX_TALES_0175_181300_lavorazioni_preliminari_alla_stampa_e_ai_SICUREZZA_v1.png
0176,18.14.00,Legatoria e servizi connessi,Sicurezza,Segnalex|Sottovalutix,Scudix|Formix,Legatoria e servizi connessi — Pericolo vs Metodo81+,SICURIX_TALES_0176_181400_legatoria_e_servizi_connessi_SICUREZZA_v1.png
0177,18.20.00,Riproduzione di supporti registrati,Sicurezza,Sottovalutix|Frettix,Prepostix|Checkix,Riproduzione di supporti registrati — Pericolo vs Metodo81+,SICURIX_TALES_0177_182000_riproduzione_di_supporti_registrati_SICUREZZA_v1.png
0178,19.10.00,Fabbricazione di prodotti di cokeria,Sicurezza,Frettix|Improvvisix,Formix|Scudix,Fabbricazione di prodotti di cokeria — Pericolo vs Metodo81+,SICURIX_TALES_0178_191000_fabbricazione_di_prodotti_di_cokeria_SICUREZZA_v1.png
0179,19.20.10,Raffinazione di petrolio,Sicurezza,Improvvisix|Caosix,Checkix|Prepostix,Raffinazione di petrolio — Pericolo vs Metodo81+,SICURIX_TALES_0179_192010_raffinazione_di_petrolio_SICUREZZA_v1.png
0180,19.20.20,Fabbricazione di derivati del petrolio,Sicurezza,Caosix|Segnalex,Scudix|Formix,Fabbricazione di derivati del petrolio — Pericolo vs Metodo81+,SICURIX_TALES_0180_192020_fabbricazione_di_derivati_del_petrolio_SICUREZZA_v1.png
0181,19.20.30,Miscelazione di gas petroliferi liquefatti (GPL) e loro imbottigliamento,Sicurezza,Segnalex|Riskix,Prepostix|Checkix,Miscelazione di gas petroliferi liquefatti ( — Pericolo vs Metodo81+,SICURIX_TALES_0181_192030_miscelazione_di_gas_petroliferi_liquefat_SICUREZZA_v1.png
0182,19.20.40,Fabbricazione di prodotti di base per la copertura stradale,Sicurezza,Riskix|Cadutix,Formix|Scudix,Fabbricazione di prodotti di base per la cop — Pericolo vs Metodo81+,SICURIX_TALES_0182_192040_fabbricazione_di_prodotti_di_base_per_la_SICUREZZA_v1.png
0183,19.20.90,Fabbricazione di altri prodotti derivanti dalla raffinazione del petrolio e prodotti da combustibili fossili,Sicurezza,Cadutix|Schiaccix,Checkix|Prepostix,Fabbricazione di altri prodotti derivanti da — Pericolo vs Metodo81+,SICURIX_TALES_0183_192090_fabbricazione_di_altri_prodotti_derivant_SICUREZZA_v1.png
0184,20.11.00,Fabbricazione di gas industriali,Sicurezza,Schiaccix|Voltix,Scudix|Formix,Fabbricazione di gas industriali — Pericolo vs Metodo81+,SICURIX_TALES_0184_201100_fabbricazione_di_gas_industriali_SICUREZZA_v1.png
0185,20.12.00,Fabbricazione di coloranti e pigmenti,Sicurezza,Voltix|Fumix,Prepostix|Checkix,Fabbricazione di coloranti e pigmenti — Pericolo vs Metodo81+,SICURIX_TALES_0185_201200_fabbricazione_di_coloranti_e_pigmenti_SICUREZZA_v1.png
0186,20.13.00,Fabbricazione di altri prodotti chimici di base inorganici,Sicurezza,Fumix|Polverix,Formix|Scudix,Fabbricazione di altri prodotti chimici di b — Pericolo vs Metodo81+,SICURIX_TALES_0186_201300_fabbricazione_di_altri_prodotti_chimici__SICUREZZA_v1.png
0187,20.14.00,Fabbricazione di altri prodotti chimici di base organici,Sicurezza,Polverix|Nondpix,Checkix|Prepostix,Fabbricazione di altri prodotti chimici di b — Pericolo vs Metodo81+,SICURIX_TALES_0187_201400_fabbricazione_di_altri_prodotti_chimici__SICUREZZA_v1.png
0188,20.15.00,Fabbricazione di fertilizzanti e composti azotati,Sicurezza,Nondpix|Segnalex,Scudix|Formix,Fabbricazione di fertilizzanti e composti az — Pericolo vs Metodo81+,SICURIX_TALES_0188_201500_fabbricazione_di_fertilizzanti_e_compost_SICUREZZA_v1.png
0189,20.16.00,Fabbricazione di materie plastiche in forme primarie,Sicurezza,Segnalex|Sottovalutix,Prepostix|Checkix,Fabbricazione di materie plastiche in forme  — Pericolo vs Metodo81+,SICURIX_TALES_0189_201600_fabbricazione_di_materie_plastiche_in_fo_SICUREZZA_v1.png
0190,20.17.00,Fabbricazione di gomma sintetica in forme primarie,Sicurezza,Sottovalutix|Frettix,Formix|Scudix,Fabbricazione di gomma sintetica in forme pr — Pericolo vs Metodo81+,SICURIX_TALES_0190_201700_fabbricazione_di_gomma_sintetica_in_form_SICUREZZA_v1.png
0191,20.20.00,"Fabbricazione di fitofarmaci, disinfettanti e altri prodotti chimici per l'agricoltura",Sicurezza,Frettix|Improvvisix,Checkix|Prepostix,"Fabbricazione di fitofarmaci, disinfettanti  — Pericolo vs Metodo81+",SICURIX_TALES_0191_202000_fabbricazione_di_fitofarmaci_disinfettan_SICUREZZA_v1.png
0192,20.30.00,"Fabbricazione di pitture, vernici e smalti, inchiostri da stampa e adesivi sintetici",Sicurezza,Improvvisix|Caosix,Scudix|Formix,"Fabbricazione di pitture, vernici e smalti,  — Pericolo vs Metodo81+",SICURIX_TALES_0192_203000_fabbricazione_di_pitture_vernici_e_smalt_SICUREZZA_v1.png
0193,20.41.10,"Fabbricazione di saponi, detergenti e preparazioni tensioattive",Sicurezza,Caosix|Segnalex,Prepostix|Checkix,"Fabbricazione di saponi, detergenti e prepar — Pericolo vs Metodo81+",SICURIX_TALES_0193_204110_fabbricazione_di_saponi_detergenti_e_pre_SICUREZZA_v1.png
0194,20.41.20,Fabbricazione di glicerina e altri prodotti per la pulizia e la lucidatura,Sicurezza,Segnalex|Riskix,Formix|Scudix,Fabbricazione di glicerina e altri prodotti  — Pericolo vs Metodo81+,SICURIX_TALES_0194_204120_fabbricazione_di_glicerina_e_altri_prodo_SICUREZZA_v1.png
0195,20.42.00,Fabbricazione di profumi e cosmetici,Sicurezza,Riskix|Cadutix,Checkix|Prepostix,Fabbricazione di profumi e cosmetici — Pericolo vs Metodo81+,SICURIX_TALES_0195_204200_fabbricazione_di_profumi_e_cosmetici_SICUREZZA_v1.png
0196,20.51.00,Produzione di biocarburanti liquidi,Sicurezza,Cadutix|Schiaccix,Scudix|Formix,Produzione di biocarburanti liquidi — Pericolo vs Metodo81+,SICURIX_TALES_0196_205100_produzione_di_biocarburanti_liquidi_SICUREZZA_v1.png
0197,20.59.11,Fabbricazione di fiammiferi,Sicurezza,Schiaccix|Voltix,Prepostix|Checkix,Fabbricazione di fiammiferi — Pericolo vs Metodo81+,SICURIX_TALES_0197_205911_fabbricazione_di_fiammiferi_SICUREZZA_v1.png
0198,20.59.12,Fabbricazione di articoli esplosivi,Sicurezza,Voltix|Fumix,Formix|Scudix,Fabbricazione di articoli esplosivi — Pericolo vs Metodo81+,SICURIX_TALES_0198_205912_fabbricazione_di_articoli_esplosivi_SICUREZZA_v1.png
0199,20.59.20,Fabbricazione di colle,Sicurezza,Fumix|Polverix,Checkix|Prepostix,Fabbricazione di colle — Pericolo vs Metodo81+,SICURIX_TALES_0199_205920_fabbricazione_di_colle_SICUREZZA_v1.png
0200,20.59.30,Fabbricazione di oli essenziali,Sicurezza,Polverix|Nondpix,Scudix|Formix,Fabbricazione di oli essenziali — Pericolo vs Metodo81+,SICURIX_TALES_0200_205930_fabbricazione_di_oli_essenziali_SICUREZZA_v1.png
