pagina,codice,descrizione,area,cattivi,eroi,titolo,nome_file
0430,32.50.52,Fabbricazione di forniture mediche e dentistiche,Sicurezza,Cadutix|Schiaccix,Formix|Scudix,Fabbricazione di forniture mediche e dentist — Pericolo vs Metodo81+,SICURIX_TALES_0430_325052_fabbricazione_di_forniture_mediche_e_den_SICUREZZA_v1.png
0431,32.50.53,Fabbricazione di mobili per uso medico e dentistico,Sicurezza,Schiaccix|Voltix,Checkix|Prepostix,Fabbricazione di mobili per uso medico e den — Pericolo vs Metodo81+,SICURIX_TALES_0431_325053_fabbricazione_di_mobili_per_uso_medico_e_SICUREZZA_v1.png
0432,32.91.00,Fabbricazione di scope e spazzole,Sicurezza,Voltix|Fumix,Scudix|Formix,Fabbricazione di scope e spazzole — Pericolo vs Metodo81+,SICURIX_TALES_0432_329100_fabbricazione_di_scope_e_spazzole_SICUREZZA_v1.png
0433,32.99.10,Fabbricazione di dispositivi protettivi di sicurezza,Sicurezza,Fumix|Polverix,Prepostix|Checkix,Fabbricazione di dispositivi protettivi di s — Pericolo vs Metodo81+,SICURIX_TALES_0433_329910_fabbricazione_di_dispositivi_protettivi__SICUREZZA_v1.png
0434,32.99.20,"Fabbricazione di ombrelli, bottoni, chiusure lampo, parrucche e affini",Sicurezza,Polverix|Nondpix,Formix|Scudix,"Fabbricazione di ombrelli, bottoni, chiusure — Pericolo vs Metodo81+",SICURIX_TALES_0434_329920_fabbricazione_di_ombrelli_bottoni_chiusu_SICUREZZA_v1.png
0435,32.99.30,Fabbricazione di articoli di cancelleria,Sicurezza,Nondpix|Segnalex,Checkix|Prepostix,Fabbricazione di articoli di cancelleria — Pericolo vs Metodo81+,SICURIX_TALES_0435_329930_fabbricazione_di_articoli_di_cancelleria_SICUREZZA_v1.png
0436,32.99.40,Fabbricazione di casse funebri,Sicurezza,Segnalex|Sottovalutix,Scudix|Formix,Fabbricazione di casse funebri — Pericolo vs Metodo81+,SICURIX_TALES_0436_329940_fabbricazione_di_casse_funebri_SICUREZZA_v1.png
0437,32.99.91,Fabbricazione di sigarette elettroniche,Sicurezza,Sottovalutix|Frettix,Prepostix|Checkix,Fabbricazione di sigarette elettroniche — Pericolo vs Metodo81+,SICURIX_TALES_0437_329991_fabbricazione_di_sigarette_elettroniche_SICUREZZA_v1.png
0438,32.99.99,Fabbricazione di altri articoli vari n.c.a.,Sicurezza,Frettix|Improvvisix,Formix|Scudix,Fabbricazione di altri articoli vari n.c.a. — Pericolo vs Metodo81+,SICURIX_TALES_0438_329999_fabbricazione_di_altri_articoli_vari_n_c_SICUREZZA_v1.png
0439,33.11.01,"Riparazione e manutenzione di cisterne, serbatoi e contenitori in metallo",Sicurezza,Improvvisix|Caosix,Checkix|Prepostix,"Riparazione e manutenzione di cisterne, serb — Pericolo vs Metodo81+",SICURIX_TALES_0439_331101_riparazione_e_manutenzione_di_cisterne_s_SICUREZZA_v1.png
0440,33.11.02,Riparazione e manutenzione di utensileria ad azionamento manuale,Sicurezza,Caosix|Segnalex,Scudix|Formix,Riparazione e manutenzione di utensileria ad — Pericolo vs Metodo81+,SICURIX_TALES_0440_331102_riparazione_e_manutenzione_di_utensileri_SICUREZZA_v1.png
0441,33.11.03,"Riparazione e manutenzione di stampi, portastampi, sagome, forme per macchine",Sicurezza,Segnalex|Riskix,Prepostix|Checkix,"Riparazione e manutenzione di stampi, portas — Pericolo vs Metodo81+",SICURIX_TALES_0441_331103_riparazione_e_manutenzione_di_stampi_por_SICUREZZA_v1.png
0442,33.11.04,"Riparazione e manutenzione di casseforti, cassette di sicurezza, porte metalliche blindate",Sicurezza,Riskix|Cadutix,Formix|Scudix,"Riparazione e manutenzione di casseforti, ca — Pericolo vs Metodo81+",SICURIX_TALES_0442_331104_riparazione_e_manutenzione_di_casseforti_SICUREZZA_v1.png
0443,33.11.05,"Riparazione e manutenzione di armi da fuoco militari, di ordinanza e artiglieria",Sicurezza,Cadutix|Schiaccix,Checkix|Prepostix,Riparazione e manutenzione di armi da fuoco  — Pericolo vs Metodo81+,SICURIX_TALES_0443_331105_riparazione_e_manutenzione_di_armi_da_fu_SICUREZZA_v1.png
0444,33.11.06,Riparazione e manutenzione di armi per uso sportivo e civile,Sicurezza,Schiaccix|Voltix,Scudix|Formix,Riparazione e manutenzione di armi per uso s — Pericolo vs Metodo81+,SICURIX_TALES_0444_331106_riparazione_e_manutenzione_di_armi_per_u_SICUREZZA_v1.png
0445,33.11.09,Riparazione e manutenzione di altri prodotti in metallo,Sicurezza,Voltix|Fumix,Prepostix|Checkix,Riparazione e manutenzione di altri prodotti — Pericolo vs Metodo81+,SICURIX_TALES_0445_331109_riparazione_e_manutenzione_di_altri_prod_SICUREZZA_v1.png
0446,33.12.10,"Riparazione e manutenzione di motori, turbine, pompe, compressori e altri elementi simili",Sicurezza,Fumix|Polverix,Formix|Scudix,"Riparazione e manutenzione di motori, turbin — Pericolo vs Metodo81+",SICURIX_TALES_0446_331210_riparazione_e_manutenzione_di_motori_tur_SICUREZZA_v1.png
0447,33.12.20,Riparazione e manutenzione di caldaie per processi industriali,Sicurezza,Polverix|Nondpix,Checkix|Prepostix,Riparazione e manutenzione di caldaie per pr — Pericolo vs Metodo81+,SICURIX_TALES_0447_331220_riparazione_e_manutenzione_di_caldaie_pe_SICUREZZA_v1.png
0448,33.12.30,Riparazione e manutenzione di apparecchi di sollevamento e movimentazione,Sicurezza,Nondpix|Segnalex,Scudix|Formix,Riparazione e manutenzione di apparecchi di  — Pericolo vs Metodo81+,SICURIX_TALES_0448_331230_riparazione_e_manutenzione_di_apparecchi_SICUREZZA_v1.png
0449,33.12.40,Riparazione e manutenzione di impianti di refrigerazione industriale e di depurazione dell'aria,Sicurezza,Segnalex|Sottovalutix,Prepostix|Checkix,Riparazione e manutenzione di impianti di re — Pericolo vs Metodo81+,SICURIX_TALES_0449_331240_riparazione_e_manutenzione_di_impianti_d_SICUREZZA_v1.png
0450,33.12.51,Riparazione e manutenzione di macchine e attrezzature per ufficio,Sicurezza,Sottovalutix|Frettix,Formix|Scudix,Riparazione e manutenzione di macchine e att — Pericolo vs Metodo81+,SICURIX_TALES_0450_331251_riparazione_e_manutenzione_di_macchine_e_SICUREZZA_v1.png
