pagina,codice,descrizione,area,cattivi,eroi,titolo,nome_file
0661,46.49.22,Commercio all'ingrosso di riviste e giornali,Sicurezza,Caosix|Segnalex,Prepostix|Checkix,Commercio all'ingrosso di riviste e giornali — Pericolo vs Metodo81+,SICURIX_TALES_0661_464922_commercio_all_ingrosso_di_riviste_e_gior_SICUREZZA_v1.png
0662,46.49.30,"Commercio all'ingrosso di giochi, giocattoli e attrezzature per bambini",Sicurezza,Segnalex|Riskix,Formix|Scudix,"Commercio all'ingrosso di giochi, giocattoli — Pericolo vs Metodo81+",SICURIX_TALES_0662_464930_commercio_all_ingrosso_di_giochi_giocatt_SICUREZZA_v1.png
0663,46.49.41,Commercio all'ingrosso di biciclette,Sicurezza,Riskix|Cadutix,Checkix|Prepostix,Commercio all'ingrosso di biciclette — Pericolo vs Metodo81+,SICURIX_TALES_0663_464941_commercio_all_ingrosso_di_biciclette_SICUREZZA_v1.png
0664,46.49.49,Commercio all'ingrosso di altre attrezzature e articoli sportivi,Sicurezza,Cadutix|Schiaccix,Scudix|Formix,Commercio all'ingrosso di altre attrezzature — Pericolo vs Metodo81+,SICURIX_TALES_0664_464949_commercio_all_ingrosso_di_altre_attrezza_SICUREZZA_v1.png
0665,46.49.50,Commercio all'ingrosso di articoli in pelle e articoli da viaggio,Sicurezza,Schiaccix|Voltix,Prepostix|Checkix,Commercio all'ingrosso di articoli in pelle  — Pericolo vs Metodo81+,SICURIX_TALES_0665_464950_commercio_all_ingrosso_di_articoli_in_pe_SICUREZZA_v1.png
0666,46.49.91,Commercio all'ingrosso di articoli promozionali,Sicurezza,Voltix|Fumix,Formix|Scudix,Commercio all'ingrosso di articoli promozion — Pericolo vs Metodo81+,SICURIX_TALES_0666_464991_commercio_all_ingrosso_di_articoli_promo_SICUREZZA_v1.png
0667,46.49.92,Commercio all'ingrosso di bomboniere,Sicurezza,Fumix|Polverix,Checkix|Prepostix,Commercio all'ingrosso di bomboniere — Pericolo vs Metodo81+,SICURIX_TALES_0667_464992_commercio_all_ingrosso_di_bomboniere_SICUREZZA_v1.png
0668,46.49.99,Commercio all'ingrosso di altri beni di consumo vari n.c.a.,Sicurezza,Polverix|Nondpix,Scudix|Formix,Commercio all'ingrosso di altri beni di cons — Pericolo vs Metodo81+,SICURIX_TALES_0668_464999_commercio_all_ingrosso_di_altri_beni_di__SICUREZZA_v1.png
0669,46.50.10,"Commercio all'ingrosso di computer, unità periferiche e software",Privacy,Hackix|Permissionix,Luxpectorix|Cifrix,"Commercio all'ingrosso di computer, unità pe — Pericolo vs Metodo81+",SICURIX_TALES_0669_465010_commercio_all_ingrosso_di_computer_unit__PRIVACY_v1.png
0670,46.50.20,Commercio all'ingrosso di apparecchiature per telecomunicazioni,Privacy,Permissionix|Cancelix,Privacix|Consensix,Commercio all'ingrosso di apparecchiature pe — Pericolo vs Metodo81+,SICURIX_TALES_0670_465020_commercio_all_ingrosso_di_apparecchiatur_PRIVACY_v1.png
0671,46.50.30,Commercio all'ingrosso di altre macchine e attrezzature per ufficio,Sicurezza,Sottovalutix|Frettix,Checkix|Prepostix,Commercio all'ingrosso di altre macchine e a — Pericolo vs Metodo81+,SICURIX_TALES_0671_465030_commercio_all_ingrosso_di_altre_macchine_SICUREZZA_v1.png
0672,46.61.00,"Commercio all'ingrosso di macchinari, attrezzature e forniture agricole",Sicurezza,Frettix|Improvvisix,Scudix|Formix,"Commercio all'ingrosso di macchinari, attrez — Pericolo vs Metodo81+",SICURIX_TALES_0672_466100_commercio_all_ingrosso_di_macchinari_att_SICUREZZA_v1.png
0673,46.62.00,Commercio all'ingrosso di macchine utensili,Sicurezza,Improvvisix|Caosix,Prepostix|Checkix,Commercio all'ingrosso di macchine utensili — Pericolo vs Metodo81+,SICURIX_TALES_0673_466200_commercio_all_ingrosso_di_macchine_utens_SICUREZZA_v1.png
0674,46.63.00,"Commercio all'ingrosso di macchinari per l'estrazione, l'edilizia e l'ingegneria civile",Sicurezza,Caosix|Segnalex,Formix|Scudix,Commercio all'ingrosso di macchinari per l'e — Pericolo vs Metodo81+,SICURIX_TALES_0674_466300_commercio_all_ingrosso_di_macchinari_per_SICUREZZA_v1.png
0675,46.64.11,Commercio all'ingrosso di navi e imbarcazioni,HACCP,Scadutix|Mescolix,Chefix|Traccix,Commercio all'ingrosso di navi e imbarcazion — Pericolo vs Metodo81+,SICURIX_TALES_0675_466411_commercio_all_ingrosso_di_navi_e_imbarca_HACCP_v1.png
0676,46.64.19,Commercio all'ingrosso di altri mezzi di trasporto,Sicurezza,Riskix|Cadutix,Scudix|Formix,Commercio all'ingrosso di altri mezzi di tra — Pericolo vs Metodo81+,SICURIX_TALES_0676_466419_commercio_all_ingrosso_di_altri_mezzi_di_SICUREZZA_v1.png
0677,46.64.20,Commercio all'ingrosso di materiale elettrico per impianti industriali,Sicurezza,Cadutix|Schiaccix,Prepostix|Checkix,Commercio all'ingrosso di materiale elettric — Pericolo vs Metodo81+,SICURIX_TALES_0677_466420_commercio_all_ingrosso_di_materiale_elet_SICUREZZA_v1.png
0678,46.64.30,"Commercio all'ingrosso di attrezzature per parrucchieri, palestre, solarium e centri estetici",Sicurezza,Schiaccix|Voltix,Formix|Scudix,Commercio all'ingrosso di attrezzature per p — Pericolo vs Metodo81+,SICURIX_TALES_0678_466430_commercio_all_ingrosso_di_attrezzature_p_SICUREZZA_v1.png
0679,46.64.40,"Commercio all'ingrosso di macchine tessili, per la lavorazione delle pelli e del cuoio, per lavanderie e stirerie",Sicurezza,Voltix|Fumix,Checkix|Prepostix,"Commercio all'ingrosso di macchine tessili,  — Pericolo vs Metodo81+",SICURIX_TALES_0679_466440_commercio_all_ingrosso_di_macchine_tessi_SICUREZZA_v1.png
0680,46.64.51,Commercio all'ingrosso di macchine e attrezzature per ristoranti e bar,HACCP,Crossix|Temporix,Chefix|Traccix,Commercio all'ingrosso di macchine e attrezz — Pericolo vs Metodo81+,SICURIX_TALES_0680_466451_commercio_all_ingrosso_di_macchine_e_att_HACCP_v1.png
0681,46.64.59,Commercio all'ingrosso di altri macchinari per l'industria alimentare e delle bevande,HACCP,Temporix|Scadutix,Hygienix|Blinkix,Commercio all'ingrosso di altri macchinari p — Pericolo vs Metodo81+,SICURIX_TALES_0681_466459_commercio_all_ingrosso_di_altri_macchina_HACCP_v1.png
0682,46.64.60,Commercio all'ingrosso di macchinari e attrezzature per la pulizia,Sicurezza,Nondpix|Segnalex,Formix|Scudix,Commercio all'ingrosso di macchinari e attre — Pericolo vs Metodo81+,SICURIX_TALES_0682_466460_commercio_all_ingrosso_di_macchinari_e_a_SICUREZZA_v1.png
0683,46.64.91,Commercio all'ingrosso di strumenti e apparecchiature di misurazione,Sicurezza,Segnalex|Sottovalutix,Checkix|Prepostix,Commercio all'ingrosso di strumenti e appare — Pericolo vs Metodo81+,SICURIX_TALES_0683_466491_commercio_all_ingrosso_di_strumenti_e_ap_SICUREZZA_v1.png
0684,46.64.92,Commercio all'ingrosso di attrazioni per parchi divertimento e parchi tematici e videogiochi,Sicurezza,Sottovalutix|Frettix,Scudix|Formix,Commercio all'ingrosso di attrazioni per par — Pericolo vs Metodo81+,SICURIX_TALES_0684_466492_commercio_all_ingrosso_di_attrazioni_per_SICUREZZA_v1.png
0685,46.64.99,Commercio all'ingrosso di altri macchinari e attrezzature varie n.c.a.,Sicurezza,Frettix|Improvvisix,Prepostix|Checkix,Commercio all'ingrosso di altri macchinari e — Pericolo vs Metodo81+,SICURIX_TALES_0685_466499_commercio_all_ingrosso_di_altri_macchina_SICUREZZA_v1.png
0686,46.71.10,Commercio all'ingrosso di automobili e autoveicoli leggeri,Sicurezza,Improvvisix|Caosix,Formix|Scudix,Commercio all'ingrosso di automobili e autov — Pericolo vs Metodo81+,SICURIX_TALES_0686_467110_commercio_all_ingrosso_di_automobili_e_a_SICUREZZA_v1.png
0687,46.71.20,Commercio all'ingrosso di altri autoveicoli,Sicurezza,Caosix|Segnalex,Checkix|Prepostix,Commercio all'ingrosso di altri autoveicoli — Pericolo vs Metodo81+,SICURIX_TALES_0687_467120_commercio_all_ingrosso_di_altri_autoveic_SICUREZZA_v1.png
0688,46.72.00,Commercio all'ingrosso di parti e accessori di autoveicoli,Sicurezza,Segnalex|Riskix,Scudix|Formix,Commercio all'ingrosso di parti e accessori  — Pericolo vs Metodo81+,SICURIX_TALES_0688_467200_commercio_all_ingrosso_di_parti_e_access_SICUREZZA_v1.png
0689,46.73.10,Commercio all'ingrosso di motocicli,Sicurezza,Riskix|Cadutix,Prepostix|Checkix,Commercio all'ingrosso di motocicli — Pericolo vs Metodo81+,SICURIX_TALES_0689_467310_commercio_all_ingrosso_di_motocicli_SICUREZZA_v1.png
0690,46.73.20,Commercio all'ingrosso di parti e accessori di motocicli,Sicurezza,Cadutix|Schiaccix,Formix|Scudix,Commercio all'ingrosso di parti e accessori  — Pericolo vs Metodo81+,SICURIX_TALES_0690_467320_commercio_all_ingrosso_di_parti_e_access_SICUREZZA_v1.png
0691,46.81.00,"Commercio all'ingrosso di combustibili solidi, liquidi, gassosi e di prodotti derivati",Sicurezza,Schiaccix|Voltix,Checkix|Prepostix,Commercio all'ingrosso di combustibili solid — Pericolo vs Metodo81+,SICURIX_TALES_0691_468100_commercio_all_ingrosso_di_combustibili_s_SICUREZZA_v1.png
0692,46.82.10,Commercio all'ingrosso di metalli e minerali metalliferi ferrosi,Sicurezza,Voltix|Fumix,Scudix|Formix,Commercio all'ingrosso di metalli e minerali — Pericolo vs Metodo81+,SICURIX_TALES_0692_468210_commercio_all_ingrosso_di_metalli_e_mine_SICUREZZA_v1.png
0693,46.82.21,Attività di compro oro,Sicurezza,Fumix|Polverix,Prepostix|Checkix,Attività di compro oro — Pericolo vs Metodo81+,SICURIX_TALES_0693_468221_attivit_di_compro_oro_SICUREZZA_v1.png
0694,46.82.29,Commercio all'ingrosso di altri metalli e minerali metalliferi non ferrosi,Sicurezza,Polverix|Nondpix,Formix|Scudix,Commercio all'ingrosso di altri metalli e mi — Pericolo vs Metodo81+,SICURIX_TALES_0694_468229_commercio_all_ingrosso_di_altri_metalli__SICUREZZA_v1.png
0695,46.83.10,Commercio all'ingrosso di legname,Sicurezza,Nondpix|Segnalex,Checkix|Prepostix,Commercio all'ingrosso di legname — Pericolo vs Metodo81+,SICURIX_TALES_0695_468310_commercio_all_ingrosso_di_legname_SICUREZZA_v1.png
0696,46.83.21,"Commercio all'ingrosso di pitture, vernici e lacche",Sicurezza,Segnalex|Sottovalutix,Scudix|Formix,"Commercio all'ingrosso di pitture, vernici e — Pericolo vs Metodo81+",SICURIX_TALES_0696_468321_commercio_all_ingrosso_di_pitture_vernic_SICUREZZA_v1.png
0697,46.83.22,Commercio all'ingrosso di carta da parati e rivestimenti per pavimenti,Sicurezza,Sottovalutix|Frettix,Prepostix|Checkix,Commercio all'ingrosso di carta da parati e  — Pericolo vs Metodo81+,SICURIX_TALES_0697_468322_commercio_all_ingrosso_di_carta_da_parat_SICUREZZA_v1.png
0698,46.83.23,"Commercio all'ingrosso di porte, finestre e persiane",Sicurezza,Frettix|Improvvisix,Formix|Scudix,"Commercio all'ingrosso di porte, finestre e  — Pericolo vs Metodo81+",SICURIX_TALES_0698_468323_commercio_all_ingrosso_di_porte_finestre_SICUREZZA_v1.png
0699,46.83.29,Commercio all'ingrosso di altri materiali da costruzione,Sicurezza,Improvvisix|Caosix,Checkix|Prepostix,Commercio all'ingrosso di altri materiali da — Pericolo vs Metodo81+,SICURIX_TALES_0699_468329_commercio_all_ingrosso_di_altri_material_SICUREZZA_v1.png
0700,46.83.30,Commercio all'ingrosso di articoli igienico-sanitari,Sicurezza,Caosix|Segnalex,Scudix|Formix,Commercio all'ingrosso di articoli igienico- — Pericolo vs Metodo81+,SICURIX_TALES_0700_468330_commercio_all_ingrosso_di_articoli_igien_SICUREZZA_v1.png
