pagina,codice,descrizione,area,cattivi,eroi,titolo,nome_file
1213,93.19.10,Attività di organizzazioni ed enti sportivi e promozione di eventi sportivi,Sicurezza,Fumix|Polverix,Prepostix|Checkix,Attività di organizzazioni ed enti sportivi  — Pericolo vs Metodo81+,SICURIX_TALES_1213_931910_attivit_di_organizzazioni_ed_enti_sporti_SICUREZZA_v1.png
1214,93.19.91,Attività di ricarica di bombole per attività subacquee,Sicurezza,Polverix|Nondpix,Formix|Scudix,Attività di ricarica di bombole per attività — Pericolo vs Metodo81+,SICURIX_TALES_1214_931991_attivit_di_ricarica_di_bombole_per_attiv_SICUREZZA_v1.png
1215,93.19.92,Attività di guida alpina,Sicurezza,Nondpix|Segnalex,Checkix|Prepostix,Attività di guida alpina — Pericolo vs Metodo81+,SICURIX_TALES_1215_931992_attivit_di_guida_alpina_SICUREZZA_v1.png
1216,93.19.93,Attività di guida di pesca,Sicurezza,Segnalex|Sottovalutix,Scudix|Formix,Attività di guida di pesca — Pericolo vs Metodo81+,SICURIX_TALES_1216_931993_attivit_di_guida_di_pesca_SICUREZZA_v1.png
1217,93.19.99,Altre attività sportive varie n.c.a.,Sicurezza,Sottovalutix|Frettix,Prepostix|Checkix,Altre attività sportive varie n.c.a. — Pericolo vs Metodo81+,SICURIX_TALES_1217_931999_altre_attivit_sportive_varie_n_c_a_SICUREZZA_v1.png
1218,93.21.00,Attività dei parchi di divertimento e dei parchi tematici,Sicurezza,Frettix|Improvvisix,Formix|Scudix,Attività dei parchi di divertimento e dei pa — Pericolo vs Metodo81+,SICURIX_TALES_1218_932100_attivit_dei_parchi_di_divertimento_e_dei_SICUREZZA_v1.png
1219,93.29.10,Gestione di piste e sale da ballo,Sicurezza,Improvvisix|Caosix,Checkix|Prepostix,Gestione di piste e sale da ballo — Pericolo vs Metodo81+,SICURIX_TALES_1219_932910_gestione_di_piste_e_sale_da_ballo_SICUREZZA_v1.png
1220,93.29.20,Gestione di stabilimenti balneari,Sicurezza,Caosix|Segnalex,Scudix|Formix,Gestione di stabilimenti balneari — Pericolo vs Metodo81+,SICURIX_TALES_1220_932920_gestione_di_stabilimenti_balneari_SICUREZZA_v1.png
1221,93.29.30,Gestione di apparecchi da intrattenimento che non consentono vincite in denaro funzionanti a moneta o a gettone,Sicurezza,Segnalex|Riskix,Prepostix|Checkix,Gestione di apparecchi da intrattenimento ch — Pericolo vs Metodo81+,SICURIX_TALES_1221_932930_gestione_di_apparecchi_da_intratteniment_SICUREZZA_v1.png
1222,93.29.91,Gestione di attrazioni e attività di spettacolo in forma itinerante,Sicurezza,Riskix|Cadutix,Formix|Scudix,Gestione di attrazioni e attività di spettac — Pericolo vs Metodo81+,SICURIX_TALES_1222_932991_gestione_di_attrazioni_e_attivit_di_spet_SICUREZZA_v1.png
1223,93.29.99,Altre attività varie di intrattenimento e divertimento n.c.a.,Sicurezza,Cadutix|Schiaccix,Checkix|Prepostix,Altre attività varie di intrattenimento e di — Pericolo vs Metodo81+,SICURIX_TALES_1223_932999_altre_attivit_varie_di_intrattenimento_e_SICUREZZA_v1.png
1224,94.11.00,Attività di organizzazioni di imprese e dei datori di lavoro,Sicurezza,Schiaccix|Voltix,Scudix|Formix,Attività di organizzazioni di imprese e dei  — Pericolo vs Metodo81+,SICURIX_TALES_1224_941100_attivit_di_organizzazioni_di_imprese_e_d_SICUREZZA_v1.png
1225,94.12.10,Attività di ordini e collegi professionali,Sicurezza,Voltix|Fumix,Prepostix|Checkix,Attività di ordini e collegi professionali — Pericolo vs Metodo81+,SICURIX_TALES_1225_941210_attivit_di_ordini_e_collegi_professional_SICUREZZA_v1.png
1226,94.12.20,Attività di associazioni professionali,Sicurezza,Fumix|Polverix,Formix|Scudix,Attività di associazioni professionali — Pericolo vs Metodo81+,SICURIX_TALES_1226_941220_attivit_di_associazioni_professionali_SICUREZZA_v1.png
1227,94.20.00,Attività dei sindacati di lavoratori,Sicurezza,Polverix|Nondpix,Checkix|Prepostix,Attività dei sindacati di lavoratori — Pericolo vs Metodo81+,SICURIX_TALES_1227_942000_attivit_dei_sindacati_di_lavoratori_SICUREZZA_v1.png
1228,94.91.00,Attività delle organizzazioni religiose,Sicurezza,Nondpix|Segnalex,Scudix|Formix,Attività delle organizzazioni religiose — Pericolo vs Metodo81+,SICURIX_TALES_1228_949100_attivit_delle_organizzazioni_religiose_SICUREZZA_v1.png
1229,94.92.00,Attività delle organizzazioni politiche,Sicurezza,Segnalex|Sottovalutix,Prepostix|Checkix,Attività delle organizzazioni politiche — Pericolo vs Metodo81+,SICURIX_TALES_1229_949200_attivit_delle_organizzazioni_politiche_SICUREZZA_v1.png
1230,94.99.10,Attività di organizzazioni associative per la tutela degli interessi e dei diritti dei cittadini,Sicurezza,Sottovalutix|Frettix,Formix|Scudix,Attività di organizzazioni associative per l — Pericolo vs Metodo81+,SICURIX_TALES_1230_949910_attivit_di_organizzazioni_associative_pe_SICUREZZA_v1.png
1231,94.99.20,Attività di organizzazioni associative culturali e ricreative,Sicurezza,Frettix|Improvvisix,Checkix|Prepostix,Attività di organizzazioni associative cultu — Pericolo vs Metodo81+,SICURIX_TALES_1231_949920_attivit_di_organizzazioni_associative_cu_SICUREZZA_v1.png
1232,94.99.30,Attività di organizzazioni associative a scopo patriottico,Sicurezza,Improvvisix|Caosix,Scudix|Formix,Attività di organizzazioni associative a sco — Pericolo vs Metodo81+,SICURIX_TALES_1232_949930_attivit_di_organizzazioni_associative_a__SICUREZZA_v1.png
1233,94.99.40,Attività di organizzazioni associative per la cooperazione internazionale,Sicurezza,Caosix|Segnalex,Prepostix|Checkix,Attività di organizzazioni associative per l — Pericolo vs Metodo81+,SICURIX_TALES_1233_949940_attivit_di_organizzazioni_associative_pe_SICUREZZA_v1.png
1234,94.99.50,Attività di organizzazioni associative filantropiche,Sicurezza,Segnalex|Riskix,Formix|Scudix,Attività di organizzazioni associative filan — Pericolo vs Metodo81+,SICURIX_TALES_1234_949950_attivit_di_organizzazioni_associative_fi_SICUREZZA_v1.png
1235,94.99.60,Attività di organizzazioni associative per la promozione e la difesa degli animali e dell'ambiente,Sicurezza,Riskix|Cadutix,Checkix|Prepostix,Attività di organizzazioni associative per l — Pericolo vs Metodo81+,SICURIX_TALES_1235_949960_attivit_di_organizzazioni_associative_pe_SICUREZZA_v1.png
1236,94.99.90,Attività di altre organizzazioni associative varie n.c.a.,Sicurezza,Cadutix|Schiaccix,Scudix|Formix,Attività di altre organizzazioni associative — Pericolo vs Metodo81+,SICURIX_TALES_1236_949990_attivit_di_altre_organizzazioni_associat_SICUREZZA_v1.png
1237,95.10.10,Riparazione e manutenzione di computer e periferiche,Sicurezza,Schiaccix|Voltix,Prepostix|Checkix,Riparazione e manutenzione di computer e per — Pericolo vs Metodo81+,SICURIX_TALES_1237_951010_riparazione_e_manutenzione_di_computer_e_SICUREZZA_v1.png
1238,95.10.21,Riparazione e manutenzione di telefoni e tablet,Sicurezza,Voltix|Fumix,Formix|Scudix,Riparazione e manutenzione di telefoni e tab — Pericolo vs Metodo81+,SICURIX_TALES_1238_951021_riparazione_e_manutenzione_di_telefoni_e_SICUREZZA_v1.png
1239,95.10.29,Riparazione e manutenzione di altre apparecchiature per le comunicazioni,Sicurezza,Fumix|Polverix,Checkix|Prepostix,Riparazione e manutenzione di altre apparecc — Pericolo vs Metodo81+,SICURIX_TALES_1239_951029_riparazione_e_manutenzione_di_altre_appa_SICUREZZA_v1.png
1240,95.21.00,Riparazione e manutenzione di prodotti di elettronica di consumo,Sicurezza,Polverix|Nondpix,Scudix|Formix,Riparazione e manutenzione di prodotti di el — Pericolo vs Metodo81+,SICURIX_TALES_1240_952100_riparazione_e_manutenzione_di_prodotti_d_SICUREZZA_v1.png
1241,95.22.01,Riparazione e manutenzione di elettrodomestici,Sicurezza,Nondpix|Segnalex,Prepostix|Checkix,Riparazione e manutenzione di elettrodomesti — Pericolo vs Metodo81+,SICURIX_TALES_1241_952201_riparazione_e_manutenzione_di_elettrodom_SICUREZZA_v1.png
1242,95.22.02,Riparazione e manutenzione di articoli per la casa e il giardinaggio,Sicurezza,Segnalex|Sottovalutix,Formix|Scudix,Riparazione e manutenzione di articoli per l — Pericolo vs Metodo81+,SICURIX_TALES_1242_952202_riparazione_e_manutenzione_di_articoli_p_SICUREZZA_v1.png
1243,95.23.00,Riparazione e manutenzione di calzature e articoli in pelle,Sicurezza,Sottovalutix|Frettix,Checkix|Prepostix,Riparazione e manutenzione di calzature e ar — Pericolo vs Metodo81+,SICURIX_TALES_1243_952300_riparazione_e_manutenzione_di_calzature__SICUREZZA_v1.png
1244,95.24.01,Rivestimento di mobili e oggetti di arredamento per la casa imbottiti,Sicurezza,Frettix|Improvvisix,Scudix|Formix,Rivestimento di mobili e oggetti di arredame — Pericolo vs Metodo81+,SICURIX_TALES_1244_952401_rivestimento_di_mobili_e_oggetti_di_arre_SICUREZZA_v1.png
1245,95.24.09,Altre attività di riparazione e manutenzione di mobili e di oggetti di arredamento per la casa,Sicurezza,Improvvisix|Caosix,Prepostix|Checkix,Altre attività di riparazione e manutenzione — Pericolo vs Metodo81+,SICURIX_TALES_1245_952409_altre_attivit_di_riparazione_e_manutenzi_SICUREZZA_v1.png
1246,95.25.00,Riparazione e manutenzione di orologi e gioielli,Sicurezza,Caosix|Segnalex,Formix|Scudix,Riparazione e manutenzione di orologi e gioi — Pericolo vs Metodo81+,SICURIX_TALES_1246_952500_riparazione_e_manutenzione_di_orologi_e__SICUREZZA_v1.png
1247,95.29.10,Riparazione e accordatura di strumenti musicali non storici,Sicurezza,Segnalex|Riskix,Checkix|Prepostix,Riparazione e accordatura di strumenti music — Pericolo vs Metodo81+,SICURIX_TALES_1247_952910_riparazione_e_accordatura_di_strumenti_m_SICUREZZA_v1.png
1248,95.29.21,Riparazione e manutenzione di biciclette,Sicurezza,Riskix|Cadutix,Scudix|Formix,Riparazione e manutenzione di biciclette — Pericolo vs Metodo81+,SICURIX_TALES_1248_952921_riparazione_e_manutenzione_di_biciclette_SICUREZZA_v1.png
1249,95.29.22,Riparazione e manutenzione di articoli sportivi e attrezzature da campeggio,Sicurezza,Cadutix|Schiaccix,Prepostix|Checkix,Riparazione e manutenzione di articoli sport — Pericolo vs Metodo81+,SICURIX_TALES_1249_952922_riparazione_e_manutenzione_di_articoli_s_SICUREZZA_v1.png
1250,95.29.30,Riparazione e modifica di articoli di abbigliamento,Sicurezza,Schiaccix|Voltix,Formix|Scudix,Riparazione e modifica di articoli di abbigl — Pericolo vs Metodo81+,SICURIX_TALES_1250_952930_riparazione_e_modifica_di_articoli_di_ab_SICUREZZA_v1.png
