pagina,codice,descrizione,area,cattivi,eroi,titolo,nome_file
1091,81.30.00,Attività di servizi per la cura del paesaggio,Misto,Segnalex|Riskix|Cancelix,Checkix|Prepostix,Attività di servizi per la cura del paesaggi — Pericolo vs Metodo81+,SICURIX_TALES_1091_813000_attivit_di_servizi_per_la_cura_del_paesa_MISTO_v1.png
1092,82.10.00,Attività amministrative e di supporto per le funzioni di ufficio,Misto,Riskix|Cadutix|Leakix,Scudix|Formix,Attività amministrative e di supporto per le — Pericolo vs Metodo81+,SICURIX_TALES_1092_821000_attivit_amministrative_e_di_supporto_per_MISTO_v1.png
1093,82.20.00,Attività dei call center,Misto,Cadutix|Schiaccix|Phishix,Prepostix|Checkix,Attività dei call center — Pericolo vs Metodo81+,SICURIX_TALES_1093_822000_attivit_dei_call_center_MISTO_v1.png
1094,82.30.01,Organizzazione di conferenze e congressi,Misto,Schiaccix|Voltix|Spyix,Formix|Scudix,Organizzazione di conferenze e congressi — Pericolo vs Metodo81+,SICURIX_TALES_1094_823001_organizzazione_di_conferenze_e_congressi_MISTO_v1.png
1095,82.30.02,Organizzazione di fiere commerciali e di affari,Misto,Voltix|Fumix|Hackix,Checkix|Prepostix,Organizzazione di fiere commerciali e di aff — Pericolo vs Metodo81+,SICURIX_TALES_1095_823002_organizzazione_di_fiere_commerciali_e_di_MISTO_v1.png
1096,82.30.03,Organizzazione di convegni ed eventi aziendali,Misto,Fumix|Polverix|Permissionix,Scudix|Formix,Organizzazione di convegni ed eventi azienda — Pericolo vs Metodo81+,SICURIX_TALES_1096_823003_organizzazione_di_convegni_ed_eventi_azi_MISTO_v1.png
1097,82.30.04,Organizzazione di mercati agricoli e fiere dell'artigianato,Misto,Polverix|Nondpix|Cancelix,Prepostix|Checkix,Organizzazione di mercati agricoli e fiere d — Pericolo vs Metodo81+,SICURIX_TALES_1097_823004_organizzazione_di_mercati_agricoli_e_fie_MISTO_v1.png
1098,82.30.09,Organizzazione di altri eventi,Misto,Nondpix|Segnalex|Leakix,Formix|Scudix,Organizzazione di altri eventi — Pericolo vs Metodo81+,SICURIX_TALES_1098_823009_organizzazione_di_altri_eventi_MISTO_v1.png
1099,82.40.01,"Attività di servizi di prenotazione di biglietti per spettacoli teatrali, sportivi e altri spettacoli di intrattenimento e divertimento",Misto,Segnalex|Sottovalutix|Phishix,Checkix|Prepostix,Attività di servizi di prenotazione di bigli — Pericolo vs Metodo81+,SICURIX_TALES_1099_824001_attivit_di_servizi_di_prenotazione_di_bi_MISTO_v1.png
1100,82.40.09,Altre attività di servizi di intermediazione per servizi di supporto alle imprese n.c.a.,Misto,Sottovalutix|Frettix|Spyix,Scudix|Formix,Altre attività di servizi di intermediazione — Pericolo vs Metodo81+,SICURIX_TALES_1100_824009_altre_attivit_di_servizi_di_intermediazi_MISTO_v1.png
