pagina,codice,descrizione,area,cattivi,eroi,titolo,nome_file
1011,73.12.00,Attività di concessionarie pubblicitarie,Privacy,Hackix|Permissionix,Cifrix|Documix,Attività di concessionarie pubblicitarie — Pericolo vs Metodo81+,SICURIX_TALES_1011_731200_attivit_di_concessionarie_pubblicitarie_PRIVACY_v1.png
1012,73.20.00,Ricerche di mercato e sondaggi di opinione,Misto,Caosix|Segnalex|Permissionix,Scudix|Formix,Ricerche di mercato e sondaggi di opinione — Pericolo vs Metodo81+,SICURIX_TALES_1012_732000_ricerche_di_mercato_e_sondaggi_di_opinio_MISTO_v1.png
1013,73.30.01,Attività di rappresentanza di interessi,Misto,Segnalex|Riskix|Cancelix,Prepostix|Checkix,Attività di rappresentanza di interessi — Pericolo vs Metodo81+,SICURIX_TALES_1013_733001_attivit_di_rappresentanza_di_interessi_MISTO_v1.png
1014,73.30.02,Attività di informazione scientifica inerente prodotti farmaceutici e articoli medicali per scopi promozionali,Privacy,Leakix|Phishix,Luxpectorix|Cifrix,Attività di informazione scientifica inerent — Pericolo vs Metodo81+,SICURIX_TALES_1014_733002_attivit_di_informazione_scientifica_iner_PRIVACY_v1.png
1015,73.30.03,Attività di promozione di altri prodotti,Misto,Cadutix|Schiaccix|Phishix,Checkix|Prepostix,Attività di promozione di altri prodotti — Pericolo vs Metodo81+,SICURIX_TALES_1015_733003_attivit_di_promozione_di_altri_prodotti_MISTO_v1.png
1016,73.30.09,Pubbliche relazioni e comunicazione n.c.a.,Misto,Schiaccix|Voltix|Spyix,Scudix|Formix,Pubbliche relazioni e comunicazione n.c.a. — Pericolo vs Metodo81+,SICURIX_TALES_1016_733009_pubbliche_relazioni_e_comunicazione_n_c__MISTO_v1.png
1017,74.11.10,Attività di progettazione di prodotti industriali,Misto,Voltix|Fumix|Hackix,Prepostix|Checkix,Attività di progettazione di prodotti indust — Pericolo vs Metodo81+,SICURIX_TALES_1017_741110_attivit_di_progettazione_di_prodotti_ind_MISTO_v1.png
1018,74.11.20,Attività di progettazione di moda,Misto,Fumix|Polverix|Permissionix,Formix|Scudix,Attività di progettazione di moda — Pericolo vs Metodo81+,SICURIX_TALES_1018_741120_attivit_di_progettazione_di_moda_MISTO_v1.png
1019,74.12.01,Grafica di pagine web,Misto,Polverix|Nondpix|Cancelix,Checkix|Prepostix,Grafica di pagine web — Pericolo vs Metodo81+,SICURIX_TALES_1019_741201_grafica_di_pagine_web_MISTO_v1.png
1020,74.12.09,Altre attività di progettazione grafica e di comunicazione visiva,Misto,Nondpix|Segnalex|Leakix,Scudix|Formix,Altre attività di progettazione grafica e di — Pericolo vs Metodo81+,SICURIX_TALES_1020_741209_altre_attivit_di_progettazione_grafica_e_MISTO_v1.png
1021,74.13.00,Attività di progettazione di interni,Misto,Segnalex|Sottovalutix|Phishix,Prepostix|Checkix,Attività di progettazione di interni — Pericolo vs Metodo81+,SICURIX_TALES_1021_741300_attivit_di_progettazione_di_interni_MISTO_v1.png
1022,74.14.01,Attività di progettazione specializzata fornite da disegnatori tecnici,Misto,Sottovalutix|Frettix|Spyix,Formix|Scudix,Attività di progettazione specializzata forn — Pericolo vs Metodo81+,SICURIX_TALES_1022_741401_attivit_di_progettazione_specializzata_f_MISTO_v1.png
1023,74.14.09,Altre attività di progettazione specializzata n.c.a.,Misto,Frettix|Improvvisix|Hackix,Checkix|Prepostix,Altre attività di progettazione specializzat — Pericolo vs Metodo81+,SICURIX_TALES_1023_741409_altre_attivit_di_progettazione_specializ_MISTO_v1.png
1024,74.20.11,Attività fotografiche fornite da fotoreporter,Misto,Improvvisix|Caosix|Permissionix,Scudix|Formix,Attività fotografiche fornite da fotoreporte — Pericolo vs Metodo81+,SICURIX_TALES_1024_742011_attivit_fotografiche_fornite_da_fotorepo_MISTO_v1.png
1025,74.20.12,Attività fotografiche aeree e subacquee,Misto,Caosix|Segnalex|Cancelix,Prepostix|Checkix,Attività fotografiche aeree e subacquee — Pericolo vs Metodo81+,SICURIX_TALES_1025_742012_attivit_fotografiche_aeree_e_subacquee_MISTO_v1.png
1026,74.20.19,Altre attività fotografiche specializzate,Misto,Segnalex|Riskix|Leakix,Formix|Scudix,Altre attività fotografiche specializzate — Pericolo vs Metodo81+,SICURIX_TALES_1026_742019_altre_attivit_fotografiche_specializzate_MISTO_v1.png
1027,74.20.20,Attività di sviluppo e stampa e altre attività fotografiche,Misto,Riskix|Cadutix|Phishix,Checkix|Prepostix,Attività di sviluppo e stampa e altre attivi — Pericolo vs Metodo81+,SICURIX_TALES_1027_742020_attivit_di_sviluppo_e_stampa_e_altre_att_MISTO_v1.png
1028,74.30.00,Attività di traduzione e interpretariato,Misto,Cadutix|Schiaccix|Spyix,Scudix|Formix,Attività di traduzione e interpretariato — Pericolo vs Metodo81+,SICURIX_TALES_1028_743000_attivit_di_traduzione_e_interpretariato_MISTO_v1.png
1029,74.91.00,Attività di servizi di intermediazione e marketing di brevetti,Privacy,Hackix|Permissionix,Luxpectorix|Cifrix,Attività di servizi di intermediazione e mar — Pericolo vs Metodo81+,SICURIX_TALES_1029_749100_attivit_di_servizi_di_intermediazione_e__PRIVACY_v1.png
1030,74.99.11,Attività di consulenza agraria fornite da agronomi,Privacy,Permissionix|Cancelix,Privacix|Consensix,Attività di consulenza agraria fornite da ag — Pericolo vs Metodo81+,SICURIX_TALES_1030_749911_attivit_di_consulenza_agraria_fornite_da_PRIVACY_v1.png
1031,74.99.12,Attività di consulenza agraria fornite da agrotecnici,Privacy,Cancelix|Leakix,Cifrix|Documix,Attività di consulenza agraria fornite da ag — Pericolo vs Metodo81+,SICURIX_TALES_1031_749912_attivit_di_consulenza_agraria_fornite_da_PRIVACY_v1.png
1032,74.99.13,Attività di consulenza agraria fornite da periti agrari,Privacy,Leakix|Phishix,Consensix|Luxpectorix,Attività di consulenza agraria fornite da pe — Pericolo vs Metodo81+,SICURIX_TALES_1032_749913_attivit_di_consulenza_agraria_fornite_da_PRIVACY_v1.png
1033,74.99.14,Attività di consulenza agraria fornite da altri economisti specializzati in agricoltura,Privacy,Phishix|Spyix,Documix|Privacix,Attività di consulenza agraria fornite da al — Pericolo vs Metodo81+,SICURIX_TALES_1033_749914_attivit_di_consulenza_agraria_fornite_da_PRIVACY_v1.png
1034,74.99.15,Attività di consulenza agraria viticolo enologica fornite da enologi,Privacy,Spyix|Hackix,Luxpectorix|Cifrix,Attività di consulenza agraria viticolo enol — Pericolo vs Metodo81+,SICURIX_TALES_1034_749915_attivit_di_consulenza_agraria_viticolo_e_PRIVACY_v1.png
1035,74.99.16,Attività di consulenza agraria viticolo enologica fornite da enotecnici,Privacy,Hackix|Permissionix,Privacix|Consensix,Attività di consulenza agraria viticolo enol — Pericolo vs Metodo81+,SICURIX_TALES_1035_749916_attivit_di_consulenza_agraria_viticolo_e_PRIVACY_v1.png
1036,74.99.19,Altre attività di consulenza agraria n.c.a.,Privacy,Permissionix|Cancelix,Cifrix|Documix,Altre attività di consulenza agraria n.c.a. — Pericolo vs Metodo81+,SICURIX_TALES_1036_749919_altre_attivit_di_consulenza_agraria_n_c__PRIVACY_v1.png
1037,74.99.21,Attività di consulenza in materia di sicurezza e salute dei posti di lavoro,Privacy,Cancelix|Leakix,Consensix|Luxpectorix,Attività di consulenza in materia di sicurez — Pericolo vs Metodo81+,SICURIX_TALES_1037_749921_attivit_di_consulenza_in_materia_di_sicu_PRIVACY_v1.png
1038,74.99.29,Altre attività di consulenza in materia di sicurezza,Privacy,Leakix|Phishix,Documix|Privacix,Altre attività di consulenza in materia di s — Pericolo vs Metodo81+,SICURIX_TALES_1038_749929_altre_attivit_di_consulenza_in_materia_d_PRIVACY_v1.png
1039,74.99.31,Attività di consulenza in materia di prevenzione e riduzione dell'inquinamento e di gestione dei rifiuti,Privacy,Phishix|Spyix,Luxpectorix|Cifrix,Attività di consulenza in materia di prevenz — Pericolo vs Metodo81+,SICURIX_TALES_1039_749931_attivit_di_consulenza_in_materia_di_prev_PRIVACY_v1.png
1040,74.99.32,"Attività di consulenza in materia di gestione delle risorse energetiche, energie rinnovabili ed efficienza energetica",Privacy,Spyix|Hackix,Privacix|Consensix,Attività di consulenza in materia di gestion — Pericolo vs Metodo81+,SICURIX_TALES_1040_749932_attivit_di_consulenza_in_materia_di_gest_PRIVACY_v1.png
1041,74.99.33,"Attività di consulenza in materia di gestione delle risorse idriche, minerali e altre risorse naturali per usi differenti da quelli energetici",Privacy,Hackix|Permissionix,Cifrix|Documix,Attività di consulenza in materia di gestion — Pericolo vs Metodo81+,SICURIX_TALES_1041_749933_attivit_di_consulenza_in_materia_di_gest_PRIVACY_v1.png
1042,74.99.41,Attività di consulenza fornite da enotecari e sommelier,Privacy,Permissionix|Cancelix,Consensix|Luxpectorix,Attività di consulenza fornite da enotecari  — Pericolo vs Metodo81+,SICURIX_TALES_1042_749941_attivit_di_consulenza_fornite_da_enoteca_PRIVACY_v1.png
1043,74.99.42,Attività di consulenza in gastronomia,Privacy,Cancelix|Leakix,Documix|Privacix,Attività di consulenza in gastronomia — Pericolo vs Metodo81+,SICURIX_TALES_1043_749942_attivit_di_consulenza_in_gastronomia_PRIVACY_v1.png
1044,74.99.91,Attività tecniche svolte da periti industriali,Misto,Fumix|Polverix|Leakix,Scudix|Formix,Attività tecniche svolte da periti industria — Pericolo vs Metodo81+,SICURIX_TALES_1044_749991_attivit_tecniche_svolte_da_periti_indust_MISTO_v1.png
1045,74.99.92,Attività di previsione meteorologica,Misto,Polverix|Nondpix|Phishix,Prepostix|Checkix,Attività di previsione meteorologica — Pericolo vs Metodo81+,SICURIX_TALES_1045_749992_attivit_di_previsione_meteorologica_MISTO_v1.png
1046,74.99.93,"Attività di agenzie, agenti e procuratori per lo spettacolo e lo sport",Misto,Nondpix|Segnalex|Spyix,Formix|Scudix,"Attività di agenzie, agenti e procuratori pe — Pericolo vs Metodo81+",SICURIX_TALES_1046_749993_attivit_di_agenzie_agenti_e_procuratori__MISTO_v1.png
1047,74.99.94,Attività di consulenza tecnica in ambito grafologico,Privacy,Hackix|Permissionix,Consensix|Luxpectorix,Attività di consulenza tecnica in ambito gra — Pericolo vs Metodo81+,SICURIX_TALES_1047_749994_attivit_di_consulenza_tecnica_in_ambito__PRIVACY_v1.png
1048,74.99.99,"Tutte le altre attività varie professionali, scientifiche e tecniche n.c.a.",Misto,Sottovalutix|Frettix|Permissionix,Scudix|Formix,"Tutte le altre attività varie professionali, — Pericolo vs Metodo81+",SICURIX_TALES_1048_749999_tutte_le_altre_attivit_varie_professiona_MISTO_v1.png
1049,75.00.00,Servizi veterinari,Misto,Frettix|Improvvisix|Cancelix,Prepostix|Checkix,Servizi veterinari — Pericolo vs Metodo81+,SICURIX_TALES_1049_750000_servizi_veterinari_MISTO_v1.png
1050,77.11.00,Noleggio e leasing operativo di automobili e autoveicoli leggeri,Misto,Improvvisix|Caosix|Leakix,Formix|Scudix,Noleggio e leasing operativo di automobili e — Pericolo vs Metodo81+,SICURIX_TALES_1050_771100_noleggio_e_leasing_operativo_di_automobi_MISTO_v1.png
