pagina,codice,descrizione,area,cattivi,eroi,titolo,nome_file
0514,42.99.00,Costruzione di altre opere di ingegneria civile n.c.a.,Sicurezza,Segnalex|Sottovalutix,Formix|Scudix,Costruzione di altre opere di ingegneria civ — Pericolo vs Metodo81+,SICURIX_TALES_0514_429900_costruzione_di_altre_opere_di_ingegneria_SICUREZZA_v1.png
0515,43.11.00,Demolizione,Sicurezza,Sottovalutix|Frettix,Checkix|Prepostix,Demolizione — Pericolo vs Metodo81+,SICURIX_TALES_0515_431100_demolizione_SICUREZZA_v1.png
0516,43.12.01,Preparazione del sito per scavi archeologici,Sicurezza,Frettix|Improvvisix,Scudix|Formix,Preparazione del sito per scavi archeologici — Pericolo vs Metodo81+,SICURIX_TALES_0516_431201_preparazione_del_sito_per_scavi_archeolo_SICUREZZA_v1.png
0517,43.12.09,Altre attività di preparazione del cantiere edile,Sicurezza,Improvvisix|Caosix,Prepostix|Checkix,Altre attività di preparazione del cantiere  — Pericolo vs Metodo81+,SICURIX_TALES_0517_431209_altre_attivit_di_preparazione_del_cantie_SICUREZZA_v1.png
0518,43.13.00,Trivellazioni e perforazioni,Sicurezza,Caosix|Segnalex,Formix|Scudix,Trivellazioni e perforazioni — Pericolo vs Metodo81+,SICURIX_TALES_0518_431300_trivellazioni_e_perforazioni_SICUREZZA_v1.png
0519,43.21.01,Installazione di impianti di illuminazione e fotovoltaici in edifici,Sicurezza,Segnalex|Riskix,Checkix|Prepostix,Installazione di impianti di illuminazione e — Pericolo vs Metodo81+,SICURIX_TALES_0519_432101_installazione_di_impianti_di_illuminazio_SICUREZZA_v1.png
0520,43.21.02,Installazione di cablaggi per telecomunicazioni e altre reti,Privacy,Permissionix|Cancelix,Privacix|Consensix,Installazione di cablaggi per telecomunicazi — Pericolo vs Metodo81+,SICURIX_TALES_0520_432102_installazione_di_cablaggi_per_telecomuni_PRIVACY_v1.png
0521,43.21.03,Installazione di impianti di illuminazione stradale e di piste aeroportuali,Sicurezza,Cadutix|Schiaccix,Prepostix|Checkix,Installazione di impianti di illuminazione s — Pericolo vs Metodo81+,SICURIX_TALES_0521_432103_installazione_di_impianti_di_illuminazio_SICUREZZA_v1.png
0522,43.21.04,Installazione di insegne elettriche e luminarie per feste,Sicurezza,Schiaccix|Voltix,Formix|Scudix,Installazione di insegne elettriche e lumina — Pericolo vs Metodo81+,SICURIX_TALES_0522_432104_installazione_di_insegne_elettriche_e_lu_SICUREZZA_v1.png
0523,43.21.05,Installazione di impianti di illuminazione elettrica votiva e cimiteriale,Sicurezza,Voltix|Fumix,Checkix|Prepostix,Installazione di impianti di illuminazione e — Pericolo vs Metodo81+,SICURIX_TALES_0523_432105_installazione_di_impianti_di_illuminazio_SICUREZZA_v1.png
0524,43.22.01,Installazione di impianti geotermici,Sicurezza,Fumix|Polverix,Scudix|Formix,Installazione di impianti geotermici — Pericolo vs Metodo81+,SICURIX_TALES_0524_432201_installazione_di_impianti_geotermici_SICUREZZA_v1.png
0525,43.22.02,Installazione di impianti di depurazione per piscine,Sicurezza,Polverix|Nondpix,Prepostix|Checkix,Installazione di impianti di depurazione per — Pericolo vs Metodo81+,SICURIX_TALES_0525_432202_installazione_di_impianti_di_depurazione_SICUREZZA_v1.png
0526,43.22.03,Installazione di impianti di spegnimento di incendi,Sicurezza,Nondpix|Segnalex,Formix|Scudix,Installazione di impianti di spegnimento di  — Pericolo vs Metodo81+,SICURIX_TALES_0526_432203_installazione_di_impianti_di_spegnimento_SICUREZZA_v1.png
0527,43.22.04,Installazione di impianti di irrigazione per giardini,Sicurezza,Segnalex|Sottovalutix,Checkix|Prepostix,Installazione di impianti di irrigazione per — Pericolo vs Metodo81+,SICURIX_TALES_0527_432204_installazione_di_impianti_di_irrigazione_SICUREZZA_v1.png
0528,43.22.05,Installazione di altri impianti termo-idraulici,Sicurezza,Sottovalutix|Frettix,Scudix|Formix,Installazione di altri impianti termo-idraul — Pericolo vs Metodo81+,SICURIX_TALES_0528_432205_installazione_di_altri_impianti_termo_id_SICUREZZA_v1.png
0529,43.22.06,Installazione di impianti per la distribuzione del gas,Sicurezza,Frettix|Improvvisix,Prepostix|Checkix,Installazione di impianti per la distribuzio — Pericolo vs Metodo81+,SICURIX_TALES_0529_432206_installazione_di_impianti_per_la_distrib_SICUREZZA_v1.png
0530,43.22.07,Installazione di impianti di riscaldamento e di condizionamento dell'aria,Sicurezza,Improvvisix|Caosix,Formix|Scudix,Installazione di impianti di riscaldamento e — Pericolo vs Metodo81+,SICURIX_TALES_0530_432207_installazione_di_impianti_di_riscaldamen_SICUREZZA_v1.png
0531,43.23.00,Installazione di sistemi per l'isolamento,Sicurezza,Caosix|Segnalex,Checkix|Prepostix,Installazione di sistemi per l'isolamento — Pericolo vs Metodo81+,SICURIX_TALES_0531_432300_installazione_di_sistemi_per_l_isolament_SICUREZZA_v1.png
0532,43.24.01,Installazione di ascensori e scale mobili,Sicurezza,Segnalex|Riskix,Scudix|Formix,Installazione di ascensori e scale mobili — Pericolo vs Metodo81+,SICURIX_TALES_0532_432401_installazione_di_ascensori_e_scale_mobil_SICUREZZA_v1.png
0533,43.24.02,Installazione di insegne non elettriche,Sicurezza,Riskix|Cadutix,Prepostix|Checkix,Installazione di insegne non elettriche — Pericolo vs Metodo81+,SICURIX_TALES_0533_432402_installazione_di_insegne_non_elettriche_SICUREZZA_v1.png
0534,43.24.09,Altri lavori di installazione edili n.c.a.,Sicurezza,Cadutix|Schiaccix,Formix|Scudix,Altri lavori di installazione edili n.c.a. — Pericolo vs Metodo81+,SICURIX_TALES_0534_432409_altri_lavori_di_installazione_edili_n_c__SICUREZZA_v1.png
0535,43.31.01,Posa in opera di cartongesso,Sicurezza,Schiaccix|Voltix,Checkix|Prepostix,Posa in opera di cartongesso — Pericolo vs Metodo81+,SICURIX_TALES_0535_433101_posa_in_opera_di_cartongesso_SICUREZZA_v1.png
0536,43.31.02,Altri lavori di intonacatura,Sicurezza,Voltix|Fumix,Scudix|Formix,Altri lavori di intonacatura — Pericolo vs Metodo81+,SICURIX_TALES_0536_433102_altri_lavori_di_intonacatura_SICUREZZA_v1.png
0537,43.32.01,Posa in opera di porte blindate,Sicurezza,Fumix|Polverix,Prepostix|Checkix,Posa in opera di porte blindate — Pericolo vs Metodo81+,SICURIX_TALES_0537_433201_posa_in_opera_di_porte_blindate_SICUREZZA_v1.png
0538,43.32.02,"Posa in opera di porte non blindate, finestre, arredi, controsoffitti, pareti mobili e simili",Sicurezza,Polverix|Nondpix,Formix|Scudix,"Posa in opera di porte non blindate, finestr — Pericolo vs Metodo81+",SICURIX_TALES_0538_433202_posa_in_opera_di_porte_non_blindate_fine_SICUREZZA_v1.png
0539,43.33.00,Rivestimento di pavimenti e di pareti,Sicurezza,Nondpix|Segnalex,Checkix|Prepostix,Rivestimento di pavimenti e di pareti — Pericolo vs Metodo81+,SICURIX_TALES_0539_433300_rivestimento_di_pavimenti_e_di_pareti_SICUREZZA_v1.png
0540,43.34.01,Tinteggiatura,Sicurezza,Segnalex|Sottovalutix,Scudix|Formix,Tinteggiatura — Pericolo vs Metodo81+,SICURIX_TALES_0540_433401_tinteggiatura_SICUREZZA_v1.png
0541,43.34.02,Posa in opera di vetri,Sicurezza,Sottovalutix|Frettix,Prepostix|Checkix,Posa in opera di vetri — Pericolo vs Metodo81+,SICURIX_TALES_0541_433402_posa_in_opera_di_vetri_SICUREZZA_v1.png
0542,43.35.00,Altri lavori di completamento e finitura degli edifici,Sicurezza,Frettix|Improvvisix,Formix|Scudix,Altri lavori di completamento e finitura deg — Pericolo vs Metodo81+,SICURIX_TALES_0542_433500_altri_lavori_di_completamento_e_finitura_SICUREZZA_v1.png
0543,43.41.00,Realizzazione di coperture,Sicurezza,Improvvisix|Caosix,Checkix|Prepostix,Realizzazione di coperture — Pericolo vs Metodo81+,SICURIX_TALES_0543_434100_realizzazione_di_coperture_SICUREZZA_v1.png
0544,43.42.00,Altri lavori di costruzione specializzati nella costruzione di edifici,Sicurezza,Caosix|Segnalex,Scudix|Formix,Altri lavori di costruzione specializzati ne — Pericolo vs Metodo81+,SICURIX_TALES_0544_434200_altri_lavori_di_costruzione_specializzat_SICUREZZA_v1.png
0545,43.50.00,Lavori di costruzione specializzati nell'ingegneria civile,Sicurezza,Segnalex|Riskix,Prepostix|Checkix,Lavori di costruzione specializzati nell'ing — Pericolo vs Metodo81+,SICURIX_TALES_0545_435000_lavori_di_costruzione_specializzati_nell_SICUREZZA_v1.png
0546,43.60.00,Attività di servizi di intermediazione per servizi di costruzione specializzati,Sicurezza,Riskix|Cadutix,Formix|Scudix,Attività di servizi di intermediazione per s — Pericolo vs Metodo81+,SICURIX_TALES_0546_436000_attivit_di_servizi_di_intermediazione_pe_SICUREZZA_v1.png
0547,43.91.00,Lavori di muratura,Sicurezza,Cadutix|Schiaccix,Checkix|Prepostix,Lavori di muratura — Pericolo vs Metodo81+,SICURIX_TALES_0547_439100_lavori_di_muratura_SICUREZZA_v1.png
0548,43.99.01,Noleggio di gru e altre attrezzature edili con operatore,Sicurezza,Schiaccix|Voltix,Scudix|Formix,Noleggio di gru e altre attrezzature edili c — Pericolo vs Metodo81+,SICURIX_TALES_0548_439901_noleggio_di_gru_e_altre_attrezzature_edi_SICUREZZA_v1.png
0549,43.99.02,Interventi su siti ed edifici storici e archeologici,Sicurezza,Voltix|Fumix,Prepostix|Checkix,Interventi su siti ed edifici storici e arch — Pericolo vs Metodo81+,SICURIX_TALES_0549_439902_interventi_su_siti_ed_edifici_storici_e__SICUREZZA_v1.png
0550,43.99.09,Altri lavori vari di costruzione specializzati n.c.a.,Sicurezza,Fumix|Polverix,Formix|Scudix,Altri lavori vari di costruzione specializza — Pericolo vs Metodo81+,SICURIX_TALES_0550_439909_altri_lavori_vari_di_costruzione_special_SICUREZZA_v1.png
